OID_UA_20|GEOID_UA_20|NAMELSAD_UA_20|AREALAND_UA_20|AREAWATER_UA_20|MTFCC_UA_20|FUNCSTAT_UA_20|OID_COUNTY_20|GEOID_COUNTY_20|NAMELSAD_COUNTY_20|AREALAND_COUNTY_20|AREAWATER_COUNTY_20|MTFCC_COUNTY_20|CLASSFP_COUNTY_20|FUNCSTAT_COUNTY_20|AREALAND_PART|AREAWATER_PART
27070324796372|32248|Galax, VA Urban Area|17147499|66597|G3500|S|27590349078637|51077|Grayson County|1144218746|9792929|G4020|H1|A|7707|0
27070324796372|32248|Galax, VA Urban Area|17147499|66597|G3500|S|27590324766419|51640|Galax city|21332077|105290|G4020|C7|F|14990747|66597
27070346531416|32329|Galesburg, IL Urban Area|56781538|141394|G3500|S|27590346492876|17095|Knox County|1855427713|8837382|G4020|H1|A|56781538|141394
27070382290627|32356|Galion, OH Urban Area|16611074|40302|G3500|S|27590382274519|39033|Crawford County|1040619652|2359514|G4020|H1|A|16600921|40302
27070382290627|32356|Galion, OH Urban Area|16611074|40302|G3500|S|27590357077192|39117|Morrow County|1051881045|2819351|G4020|H1|A|10153|0
2707058799254|32383|Galliano--Larose--Cut Off, LA Urban Area|48427017|949595|G3500|S|2759058799129|22057|Lafourche Parish|2765571303|1037643577|G4020|H1|A|48427017|949595
270701476662938|32437|Gallup, NM Urban Area|35426426|0|G3500|S|275901476409741|35031|McKinley County|14118189396|12689169|G4020|H1|A|35426426|0
270704485564958|32451|Galt, CA Urban Area|18355452|0|G3500|S|27590751848642|06067|Sacramento County|2500040418|75346029|G4020|H1|A|18355452|0
27070306111227|32491|Galveston--Texas City, TX Urban Area|282260597|7938926|G3500|S|27590288359913|48039|Brazoria County|3530999266|635436647|G4020|H1|A|88805|0
27070306111227|32491|Galveston--Texas City, TX Urban Area|282260597|7938926|G3500|S|27590305997680|48167|Galveston County|982346326|1281011355|G4020|H1|A|282171792|7938926
270704476407200|32506|Garapan, MP Urban Area|44668702|185857|G3500|S|27590605000473|69110|Saipan Municipality|118890997|532767361|G4020|H1|A|44668702|185857
27070263136839|32518|Garden City, KS Urban Area|33020228|67931|G3500|S|27590263090052|20055|Finney County|3372157852|1716371|G4020|H1|A|33020228|67931
27070628279394|32572|Gardnerville, NV Urban Area|32837770|49380|G3500|S|27590628028761|32005|Douglas County|1840147662|72317573|G4020|H1|A|32837770|49380
27070318480707|32653|Gastonia, NC Urban Area|322657931|3452598|G3500|S|27590309538827|37071|Gaston County|921392674|20546046|G4020|H1|A|311572952|2610856
27070318480707|32653|Gastonia, NC Urban Area|322657931|3452598|G3500|S|27590422669341|37119|Mecklenburg County|1356130079|58209535|G4020|H1|A|11084979|841742
27070172752087|32707|Gatesville, TX Urban Area|26353164|31120|G3500|S|27590172751981|48099|Coryell County|2725308519|11833644|G4020|H1|A|26353164|31120
27070284258741|32734|Gaylord--Bagley, MI Urban Area|26574084|8583506|G3500|S|27590284255944|26137|Otsego County|1333860412|29050564|G4020|H1|A|26574084|8583506
27070133752496|32761|Geneseo, IL Urban Area|9729518|0|G3500|S|27590133726208|17073|Henry County|2131719192|6804876|G4020|H1|A|9729518|0
27070102203390|32788|Geneseo, NY Urban Area|6243396|0|G3500|S|27590102141211|36051|Livingston County|1636254771|22005356|G4020|H1|A|6243396|0
27070105674193|32842|Geneva, NY Urban Area|43404760|751961|G3500|S|27590105672981|36069|Ontario County|1668147120|47854414|G4020|H1|A|19139364|13532
27070105674193|32842|Geneva, NY Urban Area|43404760|751961|G3500|S|27590116895619|36099|Seneca County|838372770|172818530|G4020|H1|A|22884146|738429
27070105674193|32842|Geneva, NY Urban Area|43404760|751961|G3500|S|27590109996548|36123|Yates County|875777224|97488350|G4020|H1|A|1381250|0
270704485565502|32850|Geneva, OH Urban Area|12516480|0|G3500|S|27590284763771|39007|Ashtabula County|1818345034|1724513202|G4020|H1|A|12516480|0
27070177686662|32869|Genoa, IL Urban Area|5685910|128733|G3500|S|27590177657988|17037|DeKalb County|1635154200|8561739|G4020|H1|A|5685910|128733
27070337218959|32950|Georgetown, DE Urban Area|12775601|0|G3500|S|27590337189172|10005|Sussex County|2424633517|674085951|G4020|H1|A|12775601|0
27070102602452|32977|Georgetown, KY Urban Area|39007124|394485|G3500|S|27590102596807|21067|Fayette County|734617508|4920615|G4020|H6|C|33505|0
27070102602452|32977|Georgetown, KY Urban Area|39007124|394485|G3500|S|27590106080636|21209|Scott County|729775497|9439750|G4020|H1|A|38973619|394485
27070225150071|33031|Georgetown, SC Urban Area|23946739|1284591|G3500|S|27590225048239|45043|Georgetown County|2107246447|572958789|G4020|H1|A|23946739|1284591
2707032391318075|33091|Germantown, OH Urban Area|7202679|0|G3500|S|27590354604230|39113|Montgomery County|1194894576|7494897|G4020|H1|A|7202679|0
2707032391318031|33139|Gettysburg--Cumberland, PA Urban Area|21421738|619984|G3500|S|27590206300568|42001|Adams County|1343400759|7771555|G4020|H1|A|21421738|619984
27070355621675|33220|Gillespie, IL Urban Area|7354379|355|G3500|S|27590149966261|17117|Macoupin County|2235091603|12250027|G4020|H1|A|7354379|355
27070234917945|33247|Gillette, WY Urban Area|50898673|71361|G3500|S|27590234791170|56005|Campbell County|12437291886|11010427|G4020|H1|A|50898673|71361
27070722550012|33301|Gilmer, TX Urban Area|10594732|32501|G3500|S|27590722549595|48459|Upshur County|1509910834|24878112|G4020|H1|A|10594732|32501
27070154333051|33328|Gilroy--Morgan Hill, CA Urban Area|110178871|0|G3500|S|27590154292295|06085|Santa Clara County|3343892719|33595850|G4020|H1|A|110178871|0
27070118416655|33436|Glasgow, KY Urban Area|30556418|63731|G3500|S|27590118416475|21009|Barren County|1262839457|32153759|G4020|H1|A|30556418|63731
27070301397014|33490|Glencoe, MN Urban Area|8271828|17159|G3500|S|27590301357515|27085|McLeod County|1273004836|36432583|G4020|H1|A|8271828|17159
2707047339973|33517|Glendive, MT Urban Area|14052773|30895|G3500|S|2759047339934|30021|Dawson County|6143260044|29884283|G4020|H1|A|14052773|30895
27070723350168|33598|Glens Falls, NY Urban Area|133689107|7809635|G3500|S|27590724407683|36091|Saratoga County|2097880439|87571790|G4020|H1|A|20965852|751927
27070723350168|33598|Glens Falls, NY Urban Area|133689107|7809635|G3500|S|27590723247310|36113|Warren County|2246082354|166754984|G4020|H1|A|92275404|6992959
27070723350168|33598|Glens Falls, NY Urban Area|133689107|7809635|G3500|S|27590741707778|36115|Washington County|2152713650|38126949|G4020|H1|A|20447851|64749
27070366514748|33625|Glenwood, IA Urban Area|6224280|29962|G3500|S|27590366481777|19129|Mills County|1132940500|8316363|G4020|H1|A|6224280|29962
2707032391317850|33640|Glenwood, MN Urban Area|10985992|0|G3500|S|27590425883296|27121|Pope County|1734089839|123219751|G4020|H1|A|10985992|0
27070404928865|33652|Glenwood Springs, CO Urban Area|14143467|0|G3500|S|27590339760720|08045|Garfield County|7633807267|21696625|G4020|H1|A|14143467|0
270701210045529|33679|Globe, AZ Urban Area|21079174|634|G3500|S|275901210014257|04007|Gila County|12321426494|97108979|G4020|H1|A|21079174|634
27070729465603|33733|Gloversville, NY Urban Area|40237923|27058|G3500|S|27590743655731|36035|Fulton County|1283234687|96916403|G4020|H1|A|40237923|27058
2707032391317801|33742|Gold Canyon, AZ Urban Area|20381511|0|G3500|S|275901230330571|04021|Pinal County|13897997152|22344374|G4020|H1|A|20381511|0
27070307805443|33814|Goldsboro, NC Urban Area|137683817|406435|G3500|S|27590307725930|37191|Wayne County|1434651139|9842326|G4020|H1|A|137683817|406435
27070331012543|33841|Gonzales, CA Urban Area|3993806|8236|G3500|S|27590330948478|06053|Monterey County|8499623032|1267793988|G4020|H1|A|3993806|8236
27070269387829|33868|Gonzales, TX Urban Area|11282946|0|G3500|S|27590269349009|48177|Gonzales County|2762704862|8204086|G4020|H1|A|11282946|0
27070358246433|33922|Goodland, KS Urban Area|7237207|0|G3500|S|27590358207515|20181|Sherman County|2735193250|548248|G4020|H1|A|7237207|0
2707032391317802|33960|Goodyear South, AZ Urban Area|24857623|0|G3500|S|275901230330570|04013|Maricopa County|23832530727|62704529|G4020|H1|A|24857623|0
2707032391317922|34042|Governors Club, NC Urban Area|9381705|25693|G3500|S|2759018629656|37037|Chatham County|1765540358|70582736|G4020|H1|A|9381705|25693
27070785095819|34111|Grafton, WV Urban Area|9024558|339000|G3500|S|27590784889637|54091|Taylor County|447475053|7532835|G4020|H1|A|9024558|339000
2707032391317868|34122|Grafton--Port Washington--Cedarburg, WI Urban Area|59842221|929707|G3500|S|27590232896123|55089|Ozaukee County|603514413|2287415379|G4020|H1|A|59842221|929707
27070386371475|34138|Graham, TX Urban Area|12174354|806|G3500|S|27590386350888|48503|Young County|2368539757|42371869|G4020|H1|A|12174354|806
27070331303761|34165|Granbury, TX Urban Area|56633516|4745502|G3500|S|27590331264533|48221|Hood County|1089582268|41775455|G4020|H1|A|56633516|4745502
27070311060080|34219|Grand Forks, ND--MN Urban Area|68592818|239589|G3500|S|27590687421860|27119|Polk County|5104864821|69390824|G4020|H1|A|12506937|0
27070311060080|34219|Grand Forks, ND--MN Urban Area|68592818|239589|G3500|S|27590311016357|38035|Grand Forks County|3719806628|8267352|G4020|H1|A|56085881|239589
27070108156246|34246|Grand Island, NE Urban Area|76667722|692822|G3500|S|27590108156144|31079|Hall County|1415143418|14903733|G4020|H1|A|76667722|692822
27070356342544|34273|Grand Junction, CO Urban Area|195824841|3556413|G3500|S|27590356301770|08077|Mesa County|8621348079|31991710|G4020|H1|A|195824841|3556413
2707032391317811|34286|Grand Lake, CO Urban Area|13928267|149149|G3500|S|27590342471573|08049|Grand County|4782255548|59907315|G4020|H1|A|13928267|149149
27070188527833|34300|Grand Rapids, MI Urban Area|710585662|15897425|G3500|S|27590188494691|26081|Kent County|2198720084|59599778|G4020|H1|A|605037445|13956312
27070188527833|34300|Grand Rapids, MI Urban Area|710585662|15897425|G3500|S|27590195226258|26139|Ottawa County|1459508868|2765824533|G4020|H1|A|105548217|1941113
27070517802015|34327|Grand Rapids, MN Urban Area|27076209|2149701|G3500|S|27590517482098|27061|Itasca County|6909414900|673890473|G4020|H1|A|27076209|2149701
27070228682273|34381|Grandview, WA Urban Area|10684232|0|G3500|S|27590228581926|53077|Yakima County|11122734368|41188783|G4020|H1|A|10684232|0
270704485439313|34470|Granite Falls, WA Urban Area|8021347|226391|G3500|S|27590921030577|53061|Snohomish County|5404075989|282894902|G4020|H1|A|8021347|226391
270701359750517|34489|Grants, NM Urban Area|15916285|0|G3500|S|275901357374507|35006|Cibola County|11758505167|5554598|G4020|H1|A|15916285|0
27070261405057|34516|Grants Pass, OR Urban Area|78779843|2084700|G3500|S|27590261291191|41029|Jackson County|7208590231|46774125|G4020|H1|A|11781753|935584
27070261405057|34516|Grants Pass, OR Urban Area|78779843|2084700|G3500|S|27590261291206|41033|Josephine County|4244080762|5631773|G4020|H1|A|66998090|1149116
27070477160647|34543|Grantsville, UT Urban Area|11380863|0|G3500|S|27590477150050|49045|Tooele County|17979556898|891073714|G4020|H1|A|11380863|0
27070678288918|34597|Grass Valley, CA Urban Area|76798301|53117|G3500|S|27590678277943|06057|Nevada County|2480587302|41531993|G4020|H1|A|76798301|53117
27070208560550|34651|Grayson, KY Urban Area|13474116|226747|G3500|S|27590208509144|21043|Carter County|1060592683|6783009|G4020|H1|A|13474116|226747
2707051495741|34705|Great Bend, KS Urban Area|16163457|269393|G3500|S|2759051494985|20009|Barton County|2318705423|13926862|G4020|H1|A|16163457|269393
27070255890451|34759|Great Falls, MT Urban Area|78488614|1825334|G3500|S|27590255817042|30013|Cascade County|6988324592|34310133|G4020|H1|A|78488614|1825334
27070370843814|34786|Greeley, CO Urban Area|96603258|369187|G3500|S|27590370815984|08123|Weld County|10320950482|82372144|G4020|H1|A|96603258|369187
27070483540311|34813|Green Bay, WI Urban Area|294373919|7376524|G3500|S|27590483513055|55009|Brown County|1372931376|221810753|G4020|H1|A|294373919|7376524
2707067432315|34840|Greencastle, IN Urban Area|12323751|132764|G3500|S|2759067432260|18133|Putnam County|1244585887|5585892|G4020|H1|A|12323751|132764
2707032391318070|34876|Greendale--Lawrenceburg--Hidden Valley, IN--OH Urban Area|48617014|1188352|G3500|S|27590106251151|18029|Dearborn County|790171258|6019020|G4020|H1|A|47413168|1188352
2707032391318070|34876|Greendale--Lawrenceburg--Hidden Valley, IN--OH Urban Area|48617014|1188352|G3500|S|27590473000220|39061|Hamilton County|1049999679|18733344|G4020|H1|A|1203846|0
27070217554203|34894|Greeneville, TN Urban Area|56902377|12959|G3500|S|27590217451315|47059|Greene County|1611409727|5099752|G4020|H1|A|56902377|12959
27070331012544|34921|Greenfield, CA Urban Area|5537088|0|G3500|S|27590330948478|06053|Monterey County|8499623032|1267793988|G4020|H1|A|5537088|0
27070245086382|34975|Greenfield, MA Urban Area|36909783|252044|G3500|S|27590244937618|25011|Franklin County|1810941373|65609400|G4020|H4|N|36909783|252044
27070405599092|35002|Greenfield, OH Urban Area|4409821|0|G3500|S|27590405585909|39071|Highland County|1432479980|12194983|G4020|H1|A|4409821|0
27070243744586|35083|Green River, WY Urban Area|14397456|207245|G3500|S|27590243744311|56037|Sweetwater County|27005754359|166230245|G4020|H1|A|14397456|207245
27070320925759|35164|Greensboro, NC Urban Area|438503913|5631045|G3500|S|27590320900728|37081|Guilford County|1672930669|30338415|G4020|H1|A|438503913|5631045
27070106605133|35191|Greensburg, IN Urban Area|22655381|90945|G3500|S|27590106603928|18031|Decatur County|964946132|1955432|G4020|H1|A|22655381|90945
2707032391317806|35245|Green Valley, AZ Urban Area|52226785|39434|G3500|S|275901253674708|04019|Pima County|23798597680|5112018|G4020|H1|A|52226785|39434
27070101415607|35272|Greenville, AL Urban Area|14521137|0|G3500|S|27590101381597|01013|Butler County|2012002546|2701199|G4020|H1|A|14521137|0
27070131619042|35299|Greenville, IL Urban Area|7734384|0|G3500|S|27590131610809|17005|Bond County|985065096|6462629|G4020|H1|A|7734384|0
2707032391318090|35309|Greenville, KY Urban Area|14140638|251381|G3500|S|27590191949099|21177|Muhlenberg County|1210451479|31188648|G4020|H1|A|14140638|251381
27070191949179|35326|Greenville, MI Urban Area|17204683|314787|G3500|S|27590191905921|26117|Montcalm County|1826793476|39944685|G4020|H1|A|17204683|314787
27070116706953|35353|Greenville, MS Urban Area|43476654|59169|G3500|S|27590116706820|28151|Washington County|1875077589|94257003|G4020|H1|A|43476654|59169
27070162404992|35380|Greenville, NC Urban Area|171917996|909392|G3500|S|27590162383338|37147|Pitt County|1689621009|8246941|G4020|H1|A|171917996|909392
27070463159775|35407|Greenville, OH Urban Area|17229989|160158|G3500|S|27590463084478|39037|Darke County|1549077535|4244898|G4020|H1|A|17229989|160158
27070280896895|35434|Greenville, PA Urban Area|20543559|29203|G3500|S|27590275409657|42085|Mercer County|1741819732|26010715|G4020|H1|A|20543559|29203
27070211655757|35461|Greenville, SC Urban Area|679012990|5775708|G3500|S|27590211601880|45007|Anderson County|1848872592|108544389|G4020|H1|A|52774165|670958
27070211655757|35461|Greenville, SC Urban Area|679012990|5775708|G3500|S|27590676102532|45045|Greenville County|2035557951|24973599|G4020|H1|A|480783493|3524896
27070211655757|35461|Greenville, SC Urban Area|679012990|5775708|G3500|S|27590241489144|45077|Pickens County|1287069061|40951482|G4020|H1|A|108143564|194316
27070211655757|35461|Greenville, SC Urban Area|679012990|5775708|G3500|S|27590242990595|45083|Spartanburg County|2093676309|29525370|G4020|H1|A|37311768|1385538
27070734378557|35488|Greenville, TX Urban Area|44813281|62711|G3500|S|27590733830811|48231|Hunt County|2176666775|107761746|G4020|H1|A|44813281|62711
27070341810604|35542|Greenwood, AR Urban Area|17124390|370594|G3500|S|27590341699857|05131|Sebastian County|1375754631|33853972|G4020|H1|A|17124390|370594
27070414248969|35569|Greenwood, MS Urban Area|27653571|71918|G3500|S|27590414082567|28083|Leflore County|1538645698|31868197|G4020|H1|A|27653571|71918
27070229238429|35596|Greenwood, SC Urban Area|91994818|668785|G3500|S|27590206912230|45001|Abbeville County|1272184102|53221051|G4020|H1|A|964584|0
27070229238429|35596|Greenwood, SC Urban Area|91994818|668785|G3500|S|27590229146190|45047|Greenwood County|1180009081|21260069|G4020|H1|A|91030234|668785
2707076777611|35623|Grenada, MS Urban Area|18444545|0|G3500|S|2759076777550|28043|Grenada County|1093291103|70659566|G4020|H1|A|18444545|0
27070417290386|35677|Gridley, CA Urban Area|10308731|0|G3500|S|27590417130535|06007|Butte County|4238488698|105260548|G4020|H1|A|10308731|0
2707032391317915|35688|Griffin, GA Urban Area|72296416|982671|G3500|S|27590384934711|13231|Pike County|559660500|8595984|G4020|H1|A|198012|0
2707032391317915|35688|Griffin, GA Urban Area|72296416|982671|G3500|S|27590390061276|13255|Spalding County|507561198|9375991|G4020|H1|A|72098404|982671
27070365979335|35704|Grinnell, IA Urban Area|11226086|106334|G3500|S|27590365937796|19157|Poweshiek County|1514945164|2961952|G4020|H1|A|11226086|106334
270704485566693|35716|Grissom AFB, IN Urban Area|11151968|6730|G3500|S|27590535314899|18017|Cass County|1067448391|7002041|G4020|H1|A|535787|0
270704485566693|35716|Grissom AFB, IN Urban Area|11151968|6730|G3500|S|2759067123041|18103|Miami County|968246953|9184624|G4020|H1|A|10616181|6730
27070345884073|35785|Grove, OK Urban Area|26384917|9493|G3500|S|27590345852363|40041|Delaware County|1910896810|140365481|G4020|H1|A|26384917|9493
27070215981695|35812|Grove City, PA Urban Area|15739529|7109|G3500|S|27590275409657|42085|Mercer County|1741819732|26010715|G4020|H1|A|15739529|7109
27070680370711|35839|Guadalupe, CA Urban Area|2958576|9150|G3500|S|27590680369561|06083|Santa Barbara County|7080860393|2729213352|G4020|H1|A|2958576|9150
2707032391318109|35852|Guánica, PR Urban Area|7513844|7867|G3500|S|2759083543442|72055|Guánica Municipio|95960072|109853143|G4020|H1|A|7513844|7867
27070269744222|35866|Guayama, PR Urban Area|56374286|347757|G3500|S|27590494503827|72015|Arroyo Municipio|38872745|53456650|G4020|H1|A|18640673|40185
27070269744222|35866|Guayama, PR Urban Area|56374286|347757|G3500|S|27590269704865|72057|Guayama Municipio|168461119|108194654|G4020|H1|A|18784542|6577
27070269744222|35866|Guayama, PR Urban Area|56374286|347757|G3500|S|27590494109065|72109|Patillas Municipio|120695655|74074553|G4020|H1|A|18949071|300995
2707084027658|35920|Gulfport--Biloxi, MS Urban Area|436768275|31092363|G3500|S|2759084027534|28045|Hancock County|1227561217|204095552|G4020|H1|A|55314932|1356649
2707084027658|35920|Gulfport--Biloxi, MS Urban Area|436768275|31092363|G3500|S|2759093359381|28047|Harrison County|1485724358|1064607689|G4020|H1|A|302208602|23338570
2707084027658|35920|Gulfport--Biloxi, MS Urban Area|436768275|31092363|G3500|S|27590110552293|28059|Jackson County|1872109197|830292614|G4020|H1|A|79244741|6397144
27070716408665|35974|Gun Barrel City, TX Urban Area|47670862|62287|G3500|S|27590735221528|48213|Henderson County|2263082389|193353703|G4020|H1|A|41380307|60608
27070716408665|35974|Gun Barrel City, TX Urban Area|47670862|62287|G3500|S|27590715727086|48257|Kaufman County|2022222600|69502488|G4020|H1|A|6290555|1679
27070345374439|36001|Gunnison, CO Urban Area|9468678|11725|G3500|S|27590345327491|08051|Gunnison County|8389334153|53070998|G4020|H1|A|9468678|11725
27070353815847|36055|Gustine, CA Urban Area|3015849|0|G3500|S|27590353744328|06047|Merced County|5019407132|105277636|G4020|H1|A|3015849|0
27070716402713|36082|Guthrie, OK Urban Area|17702146|0|G3500|S|27590715722194|40083|Logan County|1926268079|13203700|G4020|H1|A|17702146|0
27070135256579|36109|Guymon, OK Urban Area|12471338|0|G3500|S|27590131286424|40139|Texas County|5286873570|19218939|G4020|H1|A|12471338|0
27070337837507|36136|Gypsum, CO Urban Area|14962928|291101|G3500|S|27590337802464|08037|Eagle County|4362754513|18970351|G4020|H1|A|14962928|291101
27070163788943|36190|Hagerstown, MD--WV--PA--VA Urban Area|312789828|196300|G3500|S|27590163788536|24043|Washington County|1185592677|24820607|G4020|H1|A|127709337|44145
27070163788943|36190|Hagerstown, MD--WV--PA--VA Urban Area|312789828|196300|G3500|S|27590262047202|42055|Franklin County|2000245527|1547615|G4020|H1|A|23152427|0
27070163788943|36190|Hagerstown, MD--WV--PA--VA Urban Area|312789828|196300|G3500|S|27590764637633|51069|Frederick County|1070013828|5860365|G4020|H1|A|2009195|295
27070163788943|36190|Hagerstown, MD--WV--PA--VA Urban Area|312789828|196300|G3500|S|27590484245719|54003|Berkeley County|831767529|1060958|G4020|H1|A|158952608|151860
27070163788943|36190|Hagerstown, MD--WV--PA--VA Urban Area|312789828|196300|G3500|S|27590486249409|54037|Jefferson County|542072983|6150170|G4020|H1|A|966261|0
27070132633700|36217|Hailey, ID Urban Area|13646439|13358|G3500|S|27590132597300|16013|Blaine County|6831709646|44656616|G4020|H1|A|13646439|13358
27070351452548|36271|Half Moon Bay, CA Urban Area|21619790|200|G3500|S|27590351392772|06081|San Mateo County|1161922036|757123906|G4020|H1|A|21619790|200
2707032391317971|36384|Hamburg--Vernon--Highland Lakes, NJ Urban Area|56476586|2471909|G3500|S|27590987955419|34037|Sussex County|1343325260|43712954|G4020|H1|A|56476586|2471909
27070427195383|36406|Hamilton, MT Urban Area|10305114|9471|G3500|S|27590427127727|30081|Ravalli County|6192656569|24207622|G4020|H1|A|10305114|9471
2707064773161|36514|Hammond, LA Urban Area|197927665|717662|G3500|S|2759053993108|22063|Livingston Parish|1678641293|112186821|G4020|H1|A|7692289|0
2707064773161|36514|Hammond, LA Urban Area|197927665|717662|G3500|S|2759064773041|22105|Tangipahoa Parish|2049124442|136690438|G4020|H1|A|190235376|717662
27070318485449|36541|Hammonton, NJ Urban Area|21400078|373780|G3500|S|27590323485505|34001|Atlantic County|1438774368|301270979|G4020|H1|A|20972180|360073
27070318485449|36541|Hammonton, NJ Urban Area|21400078|373780|G3500|S|27590286860157|34007|Camden County|573315345|15699106|G4020|H1|A|427898|13707
27070597775349|36568|Hampshire, IL Urban Area|7057711|0|G3500|S|27590596892405|17089|Kane County|1345149889|12474716|G4020|H1|A|7057711|0
270704485566774|36585|Hampstead, NC Urban Area|81452893|577117|G3500|S|2759078301162|37133|Onslow County|1973765096|370675285|G4020|H1|A|8982029|187959
270704485566774|36585|Hampstead, NC Urban Area|81452893|577117|G3500|S|27590328233104|37141|Pender County|2256645359|162833419|G4020|H1|A|72470864|389158
2707032391318021|36595|Hampstead--Manchester, MD Urban Area|20420164|25976|G3500|S|27590148006244|24005|Baltimore County|1549740654|215957832|G4020|H1|A|54901|0
2707032391318021|36595|Hampstead--Manchester, MD Urban Area|20420164|25976|G3500|S|27590148006245|24013|Carroll County|1159355858|13112464|G4020|H1|A|20365263|25976
27070680083168|36703|Hanford, CA Urban Area|47217676|0|G3500|S|27590680082832|06031|Kings County|3602601923|3164290|G4020|H1|A|47217676|0
27070229181129|36730|Hannibal, MO Urban Area|27454914|45318|G3500|S|27590282640034|29127|Marion County|1131623305|19113754|G4020|H1|A|25455768|45318
27070229181129|36730|Hannibal, MO Urban Area|27454914|45318|G3500|S|27590229164583|29173|Ralls County|1216743023|36381069|G4020|H1|A|1999146|0
27070206363662|36784|Hanover, PA Urban Area|66588828|118907|G3500|S|27590206300568|42001|Adams County|1343400759|7771555|G4020|H1|A|21007194|110470
27070206363662|36784|Hanover, PA Urban Area|66588828|118907|G3500|S|27590318124846|42133|York County|2342295972|16503210|G4020|H1|A|45581634|8437
27070147721844|36838|Harlan, IA Urban Area|6729756|0|G3500|S|27590147700684|19165|Shelby County|1530110527|1486125|G4020|H1|A|6729756|0
27070161802774|36865|Harlan, KY Urban Area|12437244|598920|G3500|S|27590161780091|21095|Harlan County|1206496138|6011473|G4020|H1|A|12437244|598920
27070711982744|36892|Harlingen, TX Urban Area|140267207|1882097|G3500|S|27590711958439|48061|Cameron County|2309519001|996418659|G4020|H1|A|138619051|1882097
27070711982744|36892|Harlingen, TX Urban Area|140267207|1882097|G3500|S|27590691996654|48215|Hidalgo County|4068758841|30739605|G4020|H1|A|1648156|0
27070175895039|36946|Harriman--Kingston--Rockwood, TN Urban Area|78973325|396963|G3500|S|27590175790689|47145|Roane County|934370822|88614648|G4020|H1|A|78973325|396963
27070404616269|36973|Harrington, DE Urban Area|8705129|18927|G3500|S|27590404589427|10001|Kent County|1517891095|549776917|G4020|H1|A|8705129|18927
27070157604411|37000|Harrisburg, IL Urban Area|13704358|81560|G3500|S|27590157604350|17165|Saline County|984170284|17979016|G4020|H1|A|13704358|81560
27070248559123|37081|Harrisburg, PA Urban Area|648143710|29253771|G3500|S|27590248013414|42041|Cumberland County|1412785599|12511257|G4020|H1|A|240882893|3762554
27070248559123|37081|Harrisburg, PA Urban Area|648143710|29253771|G3500|S|27590291499571|42043|Dauphin County|1359407363|86209037|G4020|H1|A|293688479|25247254
27070248559123|37081|Harrisburg, PA Urban Area|648143710|29253771|G3500|S|27590467289180|42075|Lebanon County|937148912|1722125|G4020|H1|A|27870804|86712
27070248559123|37081|Harrisburg, PA Urban Area|648143710|29253771|G3500|S|27590291499574|42099|Perry County|1428247558|10591170|G4020|H1|A|7481796|11629
27070248559123|37081|Harrisburg, PA Urban Area|648143710|29253771|G3500|S|27590318124846|42133|York County|2342295972|16503210|G4020|H1|A|78219738|145622
270704485565562|37091|Harrisburg, SD Urban Area|6334693|0|G3500|S|27590207762506|46083|Lincoln County|1495182125|1179561|G4020|H1|A|6334693|0
27070715544163|37108|Harrison, AR Urban Area|32090921|74408|G3500|S|27590715218230|05009|Boone County|1527375340|31797989|G4020|H1|A|32090921|74408
270704485565839|37145|Harrison, OH--IN Urban Area|19299515|74367|G3500|S|27590106251151|18029|Dearborn County|790171258|6019020|G4020|H1|A|970382|3767
270704485565839|37145|Harrison, OH--IN Urban Area|19299515|74367|G3500|S|27590473000220|39061|Hamilton County|1049999679|18733344|G4020|H1|A|18329133|70600
27070325499099|37162|Harrisonburg, VA Urban Area|80557325|190942|G3500|S|27590766236542|51165|Rockingham County|2200944584|10646757|G4020|H1|A|39595556|67373
27070325499099|37162|Harrisonburg, VA Urban Area|80557325|190942|G3500|S|27590325447833|51660|Harrisonburg city|44908386|131080|G4020|C7|F|40961769|123569
27070690940506|37189|Harrisonville, MO Urban Area|17698345|91613|G3500|S|27590690559425|29037|Cass County|1804223313|14963188|G4020|H1|A|17698345|91613
27070120599732|37216|Harrodsburg, KY Urban Area|16905659|42574|G3500|S|27590120597406|21167|Mercer County|645073065|10991213|G4020|H1|A|16905659|42574
27070332090600|37243|Hartford, CT Urban Area|1388045129|23641077|G3500|S|27590331903538|09003|Hartford County|1903467948|40619801|G4020|H4|N|1162667786|20991989
27070332090600|37243|Hartford, CT Urban Area|1388045129|23641077|G3500|S|27590347483092|09005|Litchfield County|2384123146|62350378|G4020|H4|N|28271562|574930
27070332090600|37243|Hartford, CT Urban Area|1388045129|23641077|G3500|S|27590334171251|09007|Middlesex County|956493753|180679141|G4020|H4|N|104673566|721716
27070332090600|37243|Hartford, CT Urban Area|1388045129|23641077|G3500|S|275901151026498|09013|Tolland County|1062807467|17549693|G4020|H4|N|92432215|1352442
2707032391317880|37297|Hartford, WI Urban Area|38523525|4011408|G3500|S|275901917045593|55027|Dodge County|2268049732|81331401|G4020|H1|A|1013969|5378
2707032391317880|37297|Hartford, WI Urban Area|38523525|4011408|G3500|S|27590245814468|55131|Washington County|1115362166|12999404|G4020|H1|A|37509556|4006030
2707062967106|37324|Hartford City, IN Urban Area|9120161|50358|G3500|S|2759062967072|18009|Blackford County|427559406|1298757|G4020|H1|A|9120161|50358
