"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"0500000US31141","Platte County, Nebraska","13987","null","56","null",
"0500000US31143","Polk County, Nebraska","2544","null","31","null",
"0500000US31145","Red Willow County, Nebraska","5182","null","60","null",
"0500000US31147","Richardson County, Nebraska","4125","null","24","null",
"0500000US31149","Rock County, Nebraska","838","null","45","null",
"0500000US31151","Saline County, Nebraska","5729","null","67","null",
"0500000US31153","Sarpy County, Nebraska","72138","null","116","null",
"0500000US31155","Saunders County, Nebraska","9895","null","52","null",
"0500000US31157","Scotts Bluff County, Nebraska","16502","null","108","null",
"0500000US31159","Seward County, Nebraska","7024","null","96","null",
"0500000US31161","Sheridan County, Nebraska","2723","null","32","null",
"0500000US31163","Sherman County, Nebraska","1801","null","32","null",
"0500000US31165","Sioux County, Nebraska","698","null","52","null",
"0500000US31167","Stanton County, Nebraska","2490","null","31","null",
"0500000US31169","Thayer County, Nebraska","2528","null","28","null",
"0500000US31171","Thomas County, Nebraska","363","null","31","null",
"0500000US31173","Thurston County, Nebraska","2299","null","29","null",
"0500000US31175","Valley County, Nebraska","2107","null","46","null",
"0500000US31177","Washington County, Nebraska","8550","null","48","null",
"0500000US31179","Wayne County, Nebraska","3950","null","131","null",
"0500000US31181","Webster County, Nebraska","1809","null","31","null",
"0500000US31183","Wheeler County, Nebraska","549","null","50","null",
"0500000US31185","York County, Nebraska","6276","null","99","null",
"0500000US32001","Churchill County, Nevada","10768","null","71","null",
"0500000US32003","Clark County, Nevada","910667","null","574","null",
"0500000US32005","Douglas County, Nevada","24235","null","55","null",
"0500000US32007","Elko County, Nevada","21669","null","70","null",
"0500000US32009","Esmeralda County, Nevada","768","null","115","null",
"0500000US32011","Eureka County, Nevada","955","null","127","null",
"0500000US32013","Humboldt County, Nevada","7624","null","53","null",
"0500000US32015","Lander County, Nevada","2880","null","263","null",
"0500000US32017","Lincoln County, Nevada","2340","null","230","null",
"0500000US32019","Lyon County, Nevada","24120","null","55","null",
"0500000US32021","Mineral County, Nevada","2367","null","192","null",
"0500000US32023","Nye County, Nevada","24793","null","85","null",
"0500000US32027","Pershing County, Nevada","2301","null","111","null",
"0500000US32029","Storey County, Nevada","1869","null","195","null",
"0500000US32031","Washoe County, Nevada","203957","null","250","null",
"0500000US32033","White Pine County, Nevada","4175","null","374","null",
"0500000US32510","Carson City, Nevada","24358","null","252","null",
"0500000US33001","Belknap County, New Hampshire","38267","null","107","null",
"0500000US33003","Carroll County, New Hampshire","39741","null","83","null",
"0500000US33005","Cheshire County, New Hampshire","35591","null","196","null",
"0500000US33007","Coos County, New Hampshire","20562","null","143","null",
"0500000US33009","Grafton County, New Hampshire","51004","null","202","null",
"0500000US33011","Hillsborough County, New Hampshire","174456","null","242","null",
"0500000US33013","Merrimack County, New Hampshire","65367","null","233","null",
"0500000US33015","Rockingham County, New Hampshire","134453","null","224","null",
"0500000US33017","Strafford County, New Hampshire","55147","null","251","null",
"0500000US33019","Sullivan County, New Hampshire","21892","null","85","null",
"0500000US34001","Atlantic County, New Jersey","131505","null","235","null",
"0500000US34003","Bergen County, New Jersey","365609","null","311","null",
"0500000US34005","Burlington County, New Jersey","184042","null","690","null",
"0500000US34007","Camden County, New Jersey","211830","null","309","null",
"0500000US34009","Cape May County, New Jersey","99567","null","171","null",
"0500000US34011","Cumberland County, New Jersey","57051","null","809","null",
"0500000US34013","Essex County, New Jersey","332311","null","413","null",
"0500000US34015","Gloucester County, New Jersey","116500","null","293","null",
"0500000US34017","Hudson County, New Jersey","307493","null","294","null",
"0500000US34019","Hunterdon County, New Jersey","51481","null","326","null",
"0500000US34021","Mercer County, New Jersey","149573","null","434","null",
"0500000US34023","Middlesex County, New Jersey","313219","null","645","null",
"0500000US34025","Monmouth County, New Jersey","267799","null","261","null",
"0500000US34027","Morris County, New Jersey","196559","null","321","null",
"0500000US34029","Ocean County, New Jersey","292546","null","266","null",
"0500000US34031","Passaic County, New Jersey","184317","null","220","null",
"0500000US34033","Salem County, New Jersey","27727","null","134","null",
"0500000US34035","Somerset County, New Jersey","131225","null","215","null",
"0500000US34037","Sussex County, New Jersey","62672","null","165","null",
"0500000US34039","Union County, New Jersey","208961","null","293","null",
"0500000US34041","Warren County, New Jersey","46355","null","137","null",
"0500000US35001","Bernalillo County, New Mexico","298213","null","251","null",
"0500000US35003","Catron County, New Mexico","3328","null","212","null",
"0500000US35005","Chaves County, New Mexico","26711","null","143","null",
"0500000US35006","Cibola County, New Mexico","11120","null","85","null",
"0500000US35007","Colfax County, New Mexico","9583","null","124","null",
"0500000US35009","Curry County, New Mexico","21064","null","95","null",
"0500000US35011","De Baca County, New Mexico","987","null","137","null",
"0500000US35013","Doña Ana County, New Mexico","89119","null","338","null",
"0500000US35015","Eddy County, New Mexico","25882","null","72","null",
"0500000US35017","Grant County, New Mexico","14628","null","106","null",
"0500000US35019","Guadalupe County, New Mexico","2207","null","190","null",
"0500000US35021","Harding County, New Mexico","437","null","61","null",
"0500000US35023","Hidalgo County, New Mexico","2218","null","23","null",
"0500000US35025","Lea County, New Mexico","27600","null","196","null",
"0500000US35027","Lincoln County, New Mexico","17654","null","56","null",
"0500000US35028","Los Alamos County, New Mexico","8593","null","25","null",
"0500000US35029","Luna County, New Mexico","11462","null","74","null",
"0500000US35031","McKinley County, New Mexico","25200","null","82","null",
"0500000US35033","Mora County, New Mexico","3149","null","227","null",
"0500000US35035","Otero County, New Mexico","32109","null","163","null",
"0500000US35037","Quay County, New Mexico","5493","null","18","null",
"0500000US35039","Rio Arriba County, New Mexico","19585","null","65","null",
"0500000US35041","Roosevelt County, New Mexico","8475","null","81","null",
"0500000US35043","Sandoval County, New Mexico","57857","null","140","null",
"0500000US35045","San Juan County, New Mexico","48072","null","193","null",
"0500000US35047","San Miguel County, New Mexico","14892","null","104","null",
"0500000US35049","Santa Fe County, New Mexico","75798","null","264","null",
"0500000US35051","Sierra County, New Mexico","8111","null","59","null",
"0500000US35053","Socorro County, New Mexico","7641","null","48","null",
"0500000US35055","Taos County, New Mexico","20857","null","88","null",
"0500000US35057","Torrance County, New Mexico","7270","null","58","null",
"0500000US35059","Union County, New Mexico","2103","null","66","null",
"0500000US35061","Valencia County, New Mexico","29979","null","343","null",
"0500000US36001","Albany County, New York","145388","null","464","null",
"0500000US36003","Allegany County, New York","23797","null","180","null",
"0500000US36005","Bronx County, New York","543402","null","564","null",
"0500000US36007","Broome County, New York","92257","null","405","null",
"0500000US36009","Cattaraugus County, New York","40309","null","159","null",
"0500000US36011","Cayuga County, New York","36652","null","290","null",
"0500000US36013","Chautauqua County, New York","66370","null","223","null",
"0500000US36015","Chemung County, New York","38891","null","305","null",
"0500000US36017","Chenango County, New York","24317","null","66","null",
"0500000US36019","Clinton County, New York","37191","null","245","null",
"0500000US36021","Columbia County, New York","33222","null","174","null",
"0500000US36023","Cortland County, New York","20798","null","231","null",
"0500000US36025","Delaware County, New York","30119","null","159","null",
"0500000US36027","Dutchess County, New York","121674","null","431","null",
"0500000US36029","Erie County, New York","436986","null","768","null",
"0500000US36031","Essex County, New York","25213","null","228","null",
"0500000US36033","Franklin County, New York","25330","null","193","null",
"0500000US36035","Fulton County, New York","28190","null","94","null",
"0500000US36037","Genesee County, New York","25954","null","107","null",
"0500000US36039","Greene County, New York","28997","null","161","null",
"0500000US36041","Hamilton County, New York","7965","null","72","null",
"0500000US36043","Herkimer County, New York","32485","null","96","null",
"0500000US36045","Jefferson County, New York","61339","null","238","null",
"0500000US36047","Kings County, New York","1067820","null","863","null",
"0500000US36049","Lewis County, New York","15474","null","71","null",
"0500000US36051","Livingston County, New York","27102","null","201","null",
"0500000US36053","Madison County, New York","30726","null","221","null",
"0500000US36055","Monroe County, New York","334821","null","395","null",
"0500000US36057","Montgomery County, New York","22905","null","99","null",
"0500000US36059","Nassau County, New York","475728","null","388","null",
"0500000US36061","New York County, New York","907018","null","873","null",
"0500000US36063","Niagara County, New York","100117","null","166","null",
"0500000US36065","Oneida County, New York","104847","null","295","null",
"0500000US36067","Onondaga County, New York","210851","null","551","null",
"0500000US36069","Ontario County, New York","52193","null","157","null",
"0500000US36071","Orange County, New York","145947","null","237","null",
"0500000US36073","Orleans County, New York","18237","null","154","null",
"0500000US36075","Oswego County, New York","54449","null","161","null",
"0500000US36077","Otsego County, New York","30014","null","208","null",
"0500000US36079","Putnam County, New York","38313","null","184","null",
"0500000US36081","Queens County, New York","889744","null","441","null",
"0500000US36083","Rensselaer County, New York","73998","null","203","null",
"0500000US36085","Richmond County, New York","183011","null","230","null",
"0500000US36087","Rockland County, New York","107709","null","179","null",
"0500000US36089","St. Lawrence County, New York","51757","null","274","null",
"0500000US36091","Saratoga County, New York","109066","null","230","null",
"0500000US36093","Schenectady County, New York","70628","null","179","null",
"0500000US36095","Schoharie County, New York","16540","null","76","null",
"0500000US36097","Schuyler County, New York","9630","null","58","null",
"0500000US36099","Seneca County, New York","16132","null","165","null",
"0500000US36101","Steuben County, New York","47551","null","114","null",
"0500000US36103","Suffolk County, New York","578345","null","494","null",
"0500000US36105","Sullivan County, New York","49231","null","185","null",
"0500000US36107","Tioga County, New York","21897","null","95","null",
"0500000US36109","Tompkins County, New York","46046","null","326","null",
"0500000US36111","Ulster County, New York","85639","null","284","null",
"0500000US36113","Warren County, New York","39902","null","98","null",
"0500000US36115","Washington County, New York","29029","null","159","null",
"0500000US36117","Wayne County, New York","42153","null","138","null",
"0500000US36119","Westchester County, New York","386583","null","435","null",
"0500000US36121","Wyoming County, New York","18075","null","221","null",
"0500000US36123","Yates County, New York","13104","null","93","null",
"0500000US37001","Alamance County, North Carolina","72651","null","166","null",
"0500000US37003","Alexander County, North Carolina","15997","null","73","null",
"0500000US37005","Alleghany County, North Carolina","7721","null","28","null",
"0500000US37007","Anson County, North Carolina","10027","null","157","null",
"0500000US37009","Ashe County, North Carolina","17006","null","54","null",
"0500000US37011","Avery County, North Carolina","13843","null","258","null",
"0500000US37013","Beaufort County, North Carolina","24292","null","163","null",
"0500000US37015","Bertie County, North Carolina","9043","null","228","null",
"0500000US37017","Bladen County, North Carolina","15459","null","93","null",
"0500000US37019","Brunswick County, North Carolina","87421","null","112","null",
"0500000US37021","Buncombe County, North Carolina","127905","null","236","null",
"0500000US37023","Burke County, North Carolina","39642","null","172","null",
"0500000US37025","Cabarrus County, North Carolina","85725","null","118","null",
"0500000US37027","Caldwell County, North Carolina","37051","null","125","null",
"0500000US37029","Camden County, North Carolina","4122","null","28","null",
"0500000US37031","Carteret County, North Carolina","50642","null","99","null",
"0500000US37033","Caswell County, North Carolina","10483","null","125","null",
"0500000US37035","Catawba County, North Carolina","70279","null","181","null",
"0500000US37037","Chatham County, North Carolina","33382","null","51","null",
"0500000US37039","Cherokee County, North Carolina","17852","null","63","null",
"0500000US37041","Chowan County, North Carolina","7154","null","42","null",
"0500000US37043","Clay County, North Carolina","7292","null","39","null",
"0500000US37045","Cleveland County, North Carolina","43593","null","128","null",
"0500000US37047","Columbus County, North Carolina","23763","null","208","null",
"0500000US37049","Craven County, North Carolina","46783","null","286","null",
"0500000US37051","Cumberland County, North Carolina","142536","null","537","null",
"0500000US37053","Currituck County, North Carolina","15843","null","46","null",
"0500000US37055","Dare County, North Carolina","34210","null","57","null",
"0500000US37057","Davidson County, North Carolina","74413","null","146","null",
"0500000US37059","Davie County, North Carolina","18614","null","36","null",
"0500000US37061","Duplin County, North Carolina","23965","null","64","null",
"0500000US37063","Durham County, North Carolina","142239","null","419","null",
"0500000US37065","Edgecombe County, North Carolina","23293","null","77","null",
"0500000US37067","Forsyth County, North Carolina","168778","null","698","null",
"0500000US37069","Franklin County, North Carolina","28972","null","126","null",
"0500000US37071","Gaston County, North Carolina","97109","null","233","null",
"0500000US37073","Gates County, North Carolina","4816","null","33","null",
"0500000US37075","Graham County, North Carolina","5310","null","39","null",
"0500000US37077","Granville County, North Carolina","24134","null","147","null",
"0500000US37079","Greene County, North Carolina","7898","null","117","null",
"0500000US37081","Guilford County, North Carolina","231383","null","524","null",
"0500000US37083","Halifax County, North Carolina","24859","null","97","null",
"0500000US37085","Harnett County, North Carolina","52562","null","176","null",
"0500000US37087","Haywood County, North Carolina","34868","null","68","null",
"0500000US37089","Henderson County, North Carolina","56313","null","117","null",
"0500000US37091","Hertford County, North Carolina","9898","null","154","null",
"0500000US37093","Hoke County, North Carolina","20114","null","123","null",
"0500000US37095","Hyde County, North Carolina","2980","null","309","null",
"0500000US37097","Iredell County, North Carolina","78104","null","143","null",
"0500000US37099","Jackson County, North Carolina","26603","null","171","null",
"0500000US37101","Johnston County, North Carolina","82238","null","88","null",
"0500000US37103","Jones County, North Carolina","4681","null","37","null",
"0500000US37105","Lee County, North Carolina","26291","null","91","null",
"0500000US37107","Lenoir County, North Carolina","26696","null","143","null",
"0500000US37109","Lincoln County, North Carolina","36796","null","91","null",
"0500000US37111","McDowell County, North Carolina","21223","null","109","null",
"0500000US37113","Macon County, North Carolina","26767","null","122","null",
"0500000US37115","Madison County, North Carolina","10995","null","86","null",
"0500000US37117","Martin County, North Carolina","11139","null","33","null",
"0500000US37119","Mecklenburg County, North Carolina","469298","null","409","null",
"0500000US37121","Mitchell County, North Carolina","8663","null","34","null",
"0500000US37123","Montgomery County, North Carolina","14933","null","120","null",
"0500000US37125","Moore County, North Carolina","47876","null","97","null",
"0500000US37127","Nash County, North Carolina","43117","null","141","null",
"0500000US37129","New Hanover County, North Carolina","112388","null","345","null",
"0500000US37131","Northampton County, North Carolina","10690","null","64","null",
"0500000US37133","Onslow County, North Carolina","83146","null","524","null",
"0500000US37135","Orange County, North Carolina","60314","null","369","null",
"0500000US37137","Pamlico County, North Carolina","7197","null","99","null",
"0500000US37139","Pasquotank County, North Carolina","17342","null","121","null",
"0500000US37141","Pender County, North Carolina","29658","null","117","null",
"0500000US37143","Perquimans County, North Carolina","6896","null","31","null",
"0500000US37145","Person County, North Carolina","18288","null","63","null",
"0500000US37147","Pitt County, North Carolina","79914","null","292","null",
"0500000US37149","Polk County, North Carolina","10873","null","60","null",
"0500000US37151","Randolph County, North Carolina","61983","null","102","null",
"0500000US37153","Richmond County, North Carolina","19767","null","91","null",
"0500000US37155","Robeson County, North Carolina","48916","null","214","null",
"0500000US37157","Rockingham County, North Carolina","43464","null","116","null",
"0500000US37159","Rowan County, North Carolina","62882","null","188","null",
"0500000US37161","Rutherford County, North Carolina","32635","null","130","null",
"0500000US37163","Sampson County, North Carolina","25713","null","118","null",
"0500000US37165","Scotland County, North Carolina","14445","null","175","null",
"0500000US37167","Stanly County, North Carolina","27600","null","107","null",
"0500000US37169","Stokes County, North Carolina","21283","null","64","null",
"0500000US37171","Surry County, North Carolina","33486","null","75","null",
"0500000US37173","Swain County, North Carolina","8401","null","52","null",
"0500000US37175","Transylvania County, North Carolina","19035","null","141","null",
"0500000US37177","Tyrrell County, North Carolina","1925","null","197","null",
"0500000US37179","Union County, North Carolina","82994","null","176","null",
"0500000US37181","Vance County, North Carolina","19384","null","73","null",
"0500000US37183","Wake County, North Carolina","454672","null","415","null",
"0500000US37185","Warren County, North Carolina","11382","null","65","null",
"0500000US37187","Washington County, North Carolina","6090","null","41","null",
"0500000US37189","Watauga County, North Carolina","32602","null","254","null",
"0500000US37191","Wayne County, North Carolina","52698","null","159","null",
"0500000US37193","Wilkes County, North Carolina","31783","null","91","null",
"0500000US37195","Wilson County, North Carolina","36195","null","110","null",
"0500000US37197","Yadkin County, North Carolina","17013","null","57","null",
"0500000US37199","Yancey County, North Carolina","11224","null","45","null",
"0500000US38001","Adams County, North Dakota","1359","null","73","null",
"0500000US38003","Barnes County, North Dakota","5705","null","96","null",
"0500000US38005","Benson County, North Dakota","2610","null","28","null",
"0500000US38007","Billings County, North Dakota","488","null","36","null",
"0500000US38009","Bottineau County, North Dakota","4003","null","44","null",
"0500000US38011","Bowman County, North Dakota","1654","null","24","null",
"0500000US38013","Burke County, North Dakota","1382","null","58","null",
"0500000US38015","Burleigh County, North Dakota","42572","null","132","null",
"0500000US38017","Cass County, North Dakota","84440","null","177","null",
"0500000US38019","Cavalier County, North Dakota","2128","null","26","null",
"0500000US38021","Dickey County, North Dakota","2413","null","51","null",
"0500000US38023","Divide County, North Dakota","1417","null","59","null",
"0500000US38025","Dunn County, North Dakota","2211","null","79","null",
"0500000US38027","Eddy County, North Dakota","1244","null","91","null",
"0500000US38029","Emmons County, North Dakota","2084","null","79","null",
"0500000US38031","Foster County, North Dakota","1775","null","25","null",
"0500000US38033","Golden Valley County, North Dakota","967","null","43","null",
"0500000US38035","Grand Forks County, North Dakota","33364","null","205","null",
"0500000US38037","Grant County, North Dakota","1686","null","57","null",
"0500000US38039","Griggs County, North Dakota","1354","null","61","null",
"0500000US38041","Hettinger County, North Dakota","1394","null","81","null",
"0500000US38043","Kidder County, North Dakota","1617","null","82","null",
"0500000US38045","LaMoure County, North Dakota","2108","null","71","null",
"0500000US38047","Logan County, North Dakota","1067","null","67","null",
"0500000US38049","McHenry County, North Dakota","2864","null","37","null",
"0500000US38051","McIntosh County, North Dakota","1725","null","34","null",
"0500000US38053","McKenzie County, North Dakota","7545","null","50","null",
"0500000US38055","McLean County, North Dakota","5786","null","54","null",
"0500000US38057","Mercer County, North Dakota","4678","null","30","null",
"0500000US38059","Morton County, North Dakota","15019","null","77","null",
"0500000US38061","Mountrail County, North Dakota","5020","null","33","null",
"0500000US38063","Nelson County, North Dakota","1820","null","43","null",
"0500000US38065","Oliver County, North Dakota","927","null","51","null",
"0500000US38067","Pembina County, North Dakota","3549","null","47","null",
"0500000US38069","Pierce County, North Dakota","2048","null","84","null",
"0500000US38071","Ramsey County, North Dakota","5851","null","82","null",
"0500000US38073","Ransom County, North Dakota","2562","null","47","null",
"0500000US38075","Renville County, North Dakota","1238","null","80","null",
"0500000US38077","Richland County, North Dakota","7519","null","110","null",
"0500000US38079","Rolette County, North Dakota","4680","null","55","null",
"0500000US38081","Sargent County, North Dakota","2001","null","32","null",
"0500000US38083","Sheridan County, North Dakota","808","null","52","null",
"0500000US38085","Sioux County, North Dakota","1283","null","17","null",
"0500000US38087","Slope County, North Dakota","434","null","35","null",
"0500000US38089","Stark County, North Dakota","15271","null","98","null",
"0500000US38091","Steele County, North Dakota","1139","null","57","null",
"0500000US38093","Stutsman County, North Dakota","10366","null","176","null",
"0500000US38095","Towner County, North Dakota","1330","null","84","null",
"0500000US38097","Traill County, North Dakota","3666","null","69","null",
"0500000US38099","Walsh County, North Dakota","5241","null","91","null",
"0500000US38101","Ward County, North Dakota","32252","null","180","null",
"0500000US38103","Wells County, North Dakota","2368","null","83","null",
"0500000US38105","Williams County, North Dakota","20079","null","59","null",
"0500000US39001","Adams County, Ohio","12712","null","63","null",
"0500000US39003","Allen County, Ohio","44614","null","224","null",
"0500000US39005","Ashland County, Ohio","22436","null","150","null",
"0500000US39007","Ashtabula County, Ohio","46206","null","140","null",
"0500000US39009","Athens County, Ohio","26414","null","315","null",
"0500000US39011","Auglaize County, Ohio","19844","null","64","null",
"0500000US39013","Belmont County, Ohio","31689","null","125","null",
"0500000US39015","Brown County, Ohio","19303","null","92","null",
"0500000US39017","Butler County, Ohio","153416","null","296","null",
"0500000US39019","Carroll County, Ohio","13429","null","62","null",
"0500000US39021","Champaign County, Ohio","16835","null","100","null",
"0500000US39023","Clark County, Ohio","61034","null","205","null",
"0500000US39025","Clermont County, Ohio","85869","null","163","null",
"0500000US39027","Clinton County, Ohio","17942","null","140","null",
"0500000US39029","Columbiana County, Ohio","46175","null","176","null",
"0500000US39031","Coshocton County, Ohio","16336","null","61","null",
"0500000US39033","Crawford County, Ohio","19889","null","82","null",
"0500000US39035","Cuyahoga County, Ohio","616424","null","588","null",
"0500000US39037","Darke County, Ohio","22586","null","71","null",
"0500000US39039","Defiance County, Ohio","16564","null","87","null",
"0500000US39041","Delaware County, Ohio","80022","null","144","null",
"0500000US39043","Erie County, Ohio","38225","null","137","null",
"0500000US39045","Fairfield County, Ohio","62052","null","185","null",
"0500000US39047","Fayette County, Ohio","12639","null","56","null",
"0500000US39049","Franklin County, Ohio","576698","null","750","null",
"0500000US39051","Fulton County, Ohio","17673","null","76","null",
"0500000US39053","Gallia County, Ohio","13479","null","78","null",
"0500000US39055","Geauga County, Ohio","37334","null","99","null",
"0500000US39057","Greene County, Ohio","71001","null","362","null",
"0500000US39059","Guernsey County, Ohio","19043","null","73","null",
"0500000US39061","Hamilton County, Ohio","378737","null","623","null",
"0500000US39063","Hancock County, Ohio","33611","null","130","null",
"0500000US39065","Hardin County, Ohio","12926","null","110","null",
"0500000US39067","Harrison County, Ohio","7467","null","73","null",
"0500000US39069","Henry County, Ohio","12034","null","51","null",
"0500000US39071","Highland County, Ohio","19015","null","71","null",
"0500000US39073","Hocking County, Ohio","13036","null","105","null",
"0500000US39075","Holmes County, Ohio","14479","null","84","null",
"0500000US39077","Huron County, Ohio","25459","null","145","null",
"0500000US39079","Jackson County, Ohio","14421","null","77","null",
"0500000US39081","Jefferson County, Ohio","31336","null","210","null",
"0500000US39083","Knox County, Ohio","25761","null","161","null",
"0500000US39085","Lake County, Ohio","105001","null","151","null",
"0500000US39087","Lawrence County, Ohio","26628","null","105","null",
"0500000US39089","Licking County, Ohio","72432","null","141","null",
"0500000US39091","Logan County, Ohio","23634","null","85","null",
"0500000US39093","Lorain County, Ohio","133599","null","393","null",
"0500000US39095","Lucas County, Ohio","200402","null","287","null",
"0500000US39097","Madison County, Ohio","16180","null","371","null",
"0500000US39099","Mahoning County, Ohio","108448","null","224","null",
"0500000US39101","Marion County, Ohio","27428","null","163","null",
"0500000US39103","Medina County, Ohio","74611","null","116","null",
"0500000US39105","Meigs County, Ohio","10703","null","48","null",
"0500000US39107","Mercer County, Ohio","17845","null","81","null",
"0500000US39109","Miami County, Ohio","46510","null","102","null",
"0500000US39111","Monroe County, Ohio","7190","null","50","null",
"0500000US39113","Montgomery County, Ohio","251995","null","525","null",
"0500000US39115","Morgan County, Ohio","7322","null","65","null",
"0500000US39117","Morrow County, Ohio","14420","null","41","null",
"0500000US39119","Muskingum County, Ohio","38291","null","147","null",
"0500000US39121","Noble County, Ohio","5813","null","137","null",
"0500000US39123","Ottawa County, Ohio","28540","null","106","null",
"0500000US39125","Paulding County, Ohio","8515","null","41","null",
"0500000US39127","Perry County, Ohio","15009","null","63","null",
"0500000US39129","Pickaway County, Ohio","22200","null","217","null",
"0500000US39131","Pike County, Ohio","12043","null","46","null",
"0500000US39133","Portage County, Ohio","70353","null","817","null",
"0500000US39135","Preble County, Ohio","18093","null","109","null",
"0500000US39137","Putnam County, Ohio","13819","null","70","null",
"0500000US39139","Richland County, Ohio","54558","null","204","null",
"0500000US39141","Ross County, Ohio","32079","null","154","null",
"0500000US39143","Sandusky County, Ohio","26460","null","100","null",
"0500000US39145","Scioto County, Ohio","33324","null","177","null",
"0500000US39147","Seneca County, Ohio","23946","null","179","null",
"0500000US39149","Shelby County, Ohio","20097","null","80","null",
"0500000US39151","Stark County, Ohio","166742","null","261","null",
"0500000US39153","Summit County, Ohio","246395","null","340","null",
"0500000US39155","Trumbull County, Ohio","94616","null","288","null",
"0500000US39157","Tuscarawas County, Ohio","40747","null","147","null",
"0500000US39159","Union County, Ohio","22663","null","270","null",
"0500000US39161","Van Wert County, Ohio","12573","null","56","null",
"0500000US39163","Vinton County, Ohio","5962","null","26","null",
"0500000US39165","Warren County, Ohio","91969","null","380","null",
"0500000US39167","Washington County, Ohio","28010","null","114","null",
"0500000US39169","Wayne County, Ohio","46483","null","758","null",
"0500000US39171","Williams County, Ohio","16558","null","114","null",
"0500000US39173","Wood County, Ohio","56515","null","282","null",
"0500000US39175","Wyandot County, Ohio","9847","null","79","null",
"0500000US40001","Adair County, Oklahoma","8214","null","54","null",
"0500000US40003","Alfalfa County, Oklahoma","2521","null","73","null",
"0500000US40005","Atoka County, Oklahoma","6036","null","99","null",
"0500000US40007","Beaver County, Oklahoma","2487","null","28","null",
"0500000US40009","Beckham County, Oklahoma","10104","null","174","null",
"0500000US40011","Blaine County, Oklahoma","4645","null","129","null",
"0500000US40013","Bryan County, Oklahoma","20265","null","100","null",
"0500000US40015","Caddo County, Oklahoma","11740","null","91","null",
"0500000US40017","Canadian County, Oklahoma","58570","null","149","null",
"0500000US40019","Carter County, Oklahoma","21553","null","101","null",
"0500000US40021","Cherokee County, Oklahoma","21991","null","115","null",
"0500000US40023","Choctaw County, Oklahoma","7128","null","45","null",
"0500000US40025","Cimarron County, Oklahoma","1389","null","16","null",
"0500000US40027","Cleveland County, Oklahoma","120437","null","434","null",
"0500000US40029","Coal County, Oklahoma","2594","null","39","null",
"0500000US40031","Comanche County, Oklahoma","52537","null","452","null",
"0500000US40033","Cotton County, Oklahoma","2728","null","23","null",
"0500000US40035","Craig County, Oklahoma","6405","null","116","null",
"0500000US40037","Creek County, Oklahoma","30924","null","127","null",
"0500000US40039","Custer County, Oklahoma","12869","null","121","null",
"0500000US40041","Delaware County, Oklahoma","24226","null","77","null",
"0500000US40043","Dewey County, Oklahoma","2205","null","28","null",
"0500000US40045","Ellis County, Oklahoma","2159","null","37","null",
"0500000US40047","Garfield County, Oklahoma","27727","null","115","null",
"0500000US40049","Garvin County, Oklahoma","12155","null","40","null",
"0500000US40051","Grady County, Oklahoma","22976","null","118","null",
"0500000US40053","Grant County, Oklahoma","2205","null","46","null",
"0500000US40055","Greer County, Oklahoma","2631","null","68","null",
"0500000US40057","Harmon County, Oklahoma","1369","null","27","null",
"0500000US40059","Harper County, Oklahoma","1735","null","21","null",
"0500000US40061","Haskell County, Oklahoma","5703","null","46","null",
"0500000US40063","Hughes County, Oklahoma","5830","null","89","null",
"0500000US40065","Jackson County, Oklahoma","12050","null","83","null",
"0500000US40067","Jefferson County, Oklahoma","2815","null","42","null",
"0500000US40069","Johnston County, Oklahoma","4733","null","62","null",
"0500000US40071","Kay County, Oklahoma","21051","null","112","null",
"0500000US40073","Kingfisher County, Oklahoma","6402","null","38","null",
"0500000US40075","Kiowa County, Oklahoma","4744","null","41","null",
"0500000US40077","Latimer County, Oklahoma","4707","null","48","null",
"0500000US40079","Le Flore County, Oklahoma","21123","null","126","null",
"0500000US40081","Lincoln County, Oklahoma","14571","null","64","null",
"0500000US40083","Logan County, Oklahoma","19071","null","211","null",
"0500000US40085","Love County, Oklahoma","4681","null","31","null",
"0500000US40087","McClain County, Oklahoma","16164","null","51","null",
"0500000US40089","McCurtain County, Oklahoma","14083","null","53","null",
"0500000US40091","McIntosh County, Oklahoma","11963","null","57","null",
"0500000US40093","Major County, Oklahoma","3712","null","42","null",
"0500000US40095","Marshall County, Oklahoma","8873","null","40","null",
"0500000US40097","Mayes County, Oklahoma","18402","null","76","null",
"0500000US40099","Murray County, Oklahoma","6536","null","67","null",
"0500000US40101","Muskogee County, Oklahoma","29500","null","152","null",
"0500000US40103","Noble County, Oklahoma","5100","null","42","null",
"0500000US40105","Nowata County, Oklahoma","4418","null","44","null",
"0500000US40107","Okfuskee County, Oklahoma","4854","null","136","null",
"0500000US40109","Oklahoma County, Oklahoma","349731","null","513","null",
"0500000US40111","Okmulgee County, Oklahoma","16782","null","94","null",
"0500000US40113","Osage County, Oklahoma","19827","null","94","null",
"0500000US40115","Ottawa County, Oklahoma","13754","null","77","null",
"0500000US40117","Pawnee County, Oklahoma","7353","null","67","null",
"0500000US40119","Payne County, Oklahoma","36609","null","251","null",
"0500000US40121","Pittsburg County, Oklahoma","22167","null","112","null",
"0500000US40123","Pontotoc County, Oklahoma","17362","null","129","null",
"0500000US40125","Pottawatomie County, Oklahoma","29949","null","181","null",
"0500000US40127","Pushmataha County, Oklahoma","5729","null","39","null",
