"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"1600000US2960356","Queen City city, Missouri","743","null","187","null",
"1600000US2960410","Quitman CDP, Missouri","14","null","10","null",
"1600000US2960428","Qulin city, Missouri","828","null","393","null",
"1600000US2960528","Raintree Plantation CDP, Missouri","1780","null","550","null",
"1600000US2960590","Randolph village, Missouri","22","null","15","null",
"1600000US2960644","Ravanna CDP, Missouri","133","null","64","null",
"1600000US2960716","Ravenwood town, Missouri","570","null","166","null",
"1600000US2960734","Raymondville town, Missouri","724","null","284","null",
"1600000US2960752","Raymore city, Missouri","22722","null","27","null",
"1600000US2960788","Raytown city, Missouri","29893","null","58","null",
"1600000US2960824","Rayville CDP, Missouri","332","null","203","null",
"1600000US2960842","Rea city, Missouri","26","null","12","null",
"1600000US2960986","Redings Mill village, Missouri","124","null","61","null",
"1600000US2961094","Reeds town, Missouri","208","null","144","null",
"1600000US2961112","Reeds Spring city, Missouri","1168","null","323","null",
"1600000US2961166","Renick village, Missouri","157","null","63","null",
"1600000US2961184","Rensselaer village, Missouri","245","null","76","null",
"1600000US2961238","Republic city, Missouri","18313","null","27","null",
"1600000US2961292","Revere town, Missouri","44","null","37","null",
"1600000US2961328","Rhineland town, Missouri","106","null","55","null",
"1600000US2961364","Richards town, Missouri","101","null","112","null",
"1600000US2961418","Rich Hill city, Missouri","1384","null","291","null",
"1600000US2961562","Richland city, Missouri","2417","null","682","null",
"1600000US2961670","Richmond city, Missouri","5961","null","23","null",
"1600000US2961706","Richmond Heights city, Missouri","9188","null","27","null",
"1600000US2961886","Ridgely village, Missouri","127","null","117","null",
"1600000US2961904","Ridgeway city, Missouri","524","null","130","null",
"1600000US2961994","Risco city, Missouri","258","null","70","null",
"1600000US2962030","Ritchey town, Missouri","54","null","29","null",
"1600000US2962056","River Bend village, Missouri","13","null","16","null",
"1600000US2962156","Riverside city, Missouri","3866","null","18","null",
"1600000US2962192","Riverview village, Missouri","3092","null","639","null",
"1600000US2962210","Riverview Estates village, Missouri","79","null","34","null",
"1600000US2962228","Rives town, Missouri","93","null","51","null",
"1600000US2962498","Rocheport city, Missouri","213","null","65","null",
"1600000US2962570","Rockaway Beach city, Missouri","773","null","210","null",
"1600000US2962660","Rock Hill city, Missouri","4728","null","29","null",
"1600000US2962696","Rock Port city, Missouri","1316","null","136","null",
"1600000US2962786","Rockville city, Missouri","201","null","102","null",
"1600000US2962822","Rocky Comfort CDP, Missouri","124","null","78","null",
"1600000US2962894","Rogersville city, Missouri","4024","null","647","null",
"1600000US2962912","Rolla city, Missouri","19949","null","44","null",
"1600000US2963074","Roscoe village, Missouri","110","null","47","null",
"1600000US2963110","Rosebud city, Missouri","518","null","166","null",
"1600000US2963200","Rosendale city, Missouri","127","null","64","null",
"1600000US2963236","Rothville village, Missouri","82","null","61","null",
"1600000US2963560","Rush Hill village, Missouri","101","null","56","null",
"1600000US2963596","Rushville village, Missouri","279","null","77","null",
"1600000US2963704","Russellville city, Missouri","832","null","163","null",
"1600000US2963776","Rutledge town, Missouri","80","null","66","null",
"1600000US2963857","Saddlebrooke village, Missouri","309","null","85","null",
"1600000US2963902","Saginaw village, Missouri","294","null","90","null",
"1600000US2963956","St. Ann city, Missouri","13007","null","35","null",
"1600000US2964046","St. Catharine CDP, Missouri","61","null","48","null",
"1600000US2964082","St. Charles city, Missouri","70218","null","81","null",
"1600000US2964136","St. Clair city, Missouri","4770","null","21","null",
"1600000US2964154","St. Clement CDP, Missouri","86","null","135","null",
"1600000US2964172","St. Cloud village, Missouri","18","null","17","null",
"1600000US2964180","Ste. Genevieve city, Missouri","4595","null","111","null",
"1600000US2964190","St. Elizabeth village, Missouri","487","null","136","null",
"1600000US2964244","St. Francisville CDP, Missouri","271","null","157","null",
"1600000US2964370","St. George CDP, Missouri","2046","null","431","null",
"1600000US2964424","St. James city, Missouri","3970","null","15","null",
"1600000US2964478","St. John city, Missouri","6617","null","21","null",
"1600000US2964550","St. Joseph city, Missouri","73138","null","41","null",
"1600000US2965000","St. Louis city, Missouri","302787","null","*****","*****",
"1600000US2965018","St. Martins city, Missouri","1253","null","208","null",
"1600000US2965034","St. Mary city, Missouri","176","null","67","null",
"1600000US2965108","St. Paul city, Missouri","2992","null","45","null",
"1600000US2965126","St. Peters city, Missouri","57289","null","52","null",
"1600000US2965144","St. Robert city, Missouri","5191","null","17","null",
"1600000US2965162","St. Thomas town, Missouri","251","null","66","null",
"1600000US2965234","Salem city, Missouri","4623","null","23","null",
"1600000US2965450","Salisbury city, Missouri","1501","null","208","null",
"1600000US2965954","Sappington CDP, Missouri","7119","null","683","null",
"1600000US2965990","Sarcoxie city, Missouri","1513","null","315","null",
"1600000US2966044","Savannah city, Missouri","5087","null","45","null",
"1600000US2966062","Saverton CDP, Missouri","98","null","95","null",
"1600000US2966134","Schell City city, Missouri","141","null","65","null",
"1600000US2966337","Scotsdale town, Missouri","151","null","45","null",
"1600000US2966368","Scott City city, Missouri","4380","null","24","null",
"1600000US2966440","Sedalia city, Missouri","21696","null","30","null",
"1600000US2966476","Sedgewickville village, Missouri","151","null","96","null",
"1600000US2966530","Seligman city, Missouri","788","null","229","null",
"1600000US2966638","Senath city, Missouri","1580","null","266","null",
"1600000US2966674","Seneca city, Missouri","2150","null","410","null",
"1600000US2966800","Seymour city, Missouri","2014","null","364","null",
"1600000US2966935","Shakertowne CDP, Missouri","617","null","257","null",
"1600000US2967124","Shawneetown CDP, Missouri","259","null","284","null",
"1600000US2967178","Shelbina city, Missouri","1825","null","263","null",
"1600000US2967196","Shelbyville city, Missouri","497","null","98","null",
"1600000US2967214","Sheldon city, Missouri","387","null","112","null",
"1600000US2967232","Shell Knob CDP, Missouri","1579","null","403","null",
"1600000US2967358","Sheridan town, Missouri","178","null","55","null",
"1600000US2967628","Shoal Creek Drive village, Missouri","600","null","218","null",
"1600000US2967632","Shoal Creek Estates village, Missouri","170","null","152","null",
"1600000US2967700","Shrewsbury city, Missouri","6362","null","19","null",
"1600000US2967718","Sibley village, Missouri","382","null","117","null",
"1600000US2967790","Sikeston city, Missouri","16054","null","297","null",
"1600000US2967808","Silex village, Missouri","163","null","116","null",
"1600000US2968132","Skidmore city, Missouri","208","null","59","null",
"1600000US2968204","Slater city, Missouri","2151","null","273","null",
"1600000US2968384","Smithton city, Missouri","491","null","120","null",
"1600000US2968420","Smithville city, Missouri","10211","null","23","null",
"1600000US2968762","South Fork CDP, Missouri","27","null","32","null",
"1600000US2968852","South Gifford village, Missouri","45","null","29","null",
"1600000US2968870","South Gorin town, Missouri","13","null","10","null",
"1600000US2968888","South Greenfield village, Missouri","62","null","33","null",
"1600000US2968942","South Lineville town, Missouri","2","null","3","null",
"1600000US2969230","Southwest City town, Missouri","962","null","265","null",
"1600000US2969266","Spanish Lake CDP, Missouri","17721","null","1333","null",
"1600000US2969302","Sparta city, Missouri","2230","null","513","null",
"1600000US2969464","Spickard city, Missouri","295","null","100","null",
"1600000US2969518","Spokane CDP, Missouri","203","null","140","null",
"1600000US2970000","Springfield city, Missouri","168603","null","67","null",
"1600000US2970270","Stanberry city, Missouri","1195","null","181","null",
"1600000US2970342","Stanton CDP, Missouri","244","null","109","null",
"1600000US2970414","Stark City town, Missouri","152","null","78","null",
"1600000US2970558","Steele city, Missouri","1631","null","278","null",
"1600000US2970576","Steelville city, Missouri","1607","null","369","null",
"1600000US2970648","Stella town, Missouri","280","null","221","null",
"1600000US2970738","Stewartsville city, Missouri","763","null","129","null",
"1600000US2970828","Stockton city, Missouri","1880","null","356","null",
"1600000US2970954","Stotesbury town, Missouri","1","null","2","null",
"1600000US2970990","Stotts City city, Missouri","252","null","176","null",
"1600000US2971008","Stoutland city, Missouri","263","null","101","null",
"1600000US2971026","Stoutsville village, Missouri","39","null","29","null",
"1600000US2971044","Stover city, Missouri","951","null","237","null",
"1600000US2971062","Strafford city, Missouri","2544","null","20","null",
"1600000US2971098","Strasburg city, Missouri","131","null","60","null",
"1600000US2971224","Sturgeon city, Missouri","1002","null","203","null",
"1600000US2971368","Sugar Creek city, Missouri","3268","null","19","null",
"1600000US2971440","Sullivan city, Missouri","6192","null","307","null",
"1600000US2971508","Summer Set CDP, Missouri","1178","null","510","null",
"1600000US2971512","Summersville city, Missouri","365","null","159","null",
"1600000US2971620","Sumner town, Missouri","113","null","61","null",
"1600000US2971628","Sundown CDP, Missouri","93","null","89","null",
"1600000US2971728","Sunrise Beach village, Missouri","433","null","147","null",
"1600000US2971746","Sunset Hills city, Missouri","9062","null","24","null",
"1600000US2971890","Sweet Springs city, Missouri","1373","null","215","null",
"1600000US2972034","Sycamore Hills village, Missouri","685","null","177","null",
"1600000US2972106","Syracuse city, Missouri","124","null","54","null",
"1600000US2972196","Tallapoosa city, Missouri","84","null","47","null",
"1600000US2972232","Taneyville village, Missouri","218","null","90","null",
"1600000US2972304","Taos city, Missouri","1410","null","259","null",
"1600000US2972340","Tarkio city, Missouri","1539","null","129","null",
"1600000US2972376","Tarrants village, Missouri","0","null","12","null",
"1600000US2972412","Tarsney Lakes CDP, Missouri","208","null","122","null",
"1600000US2972574","Tebbetts CDP, Missouri","435","null","265","null",
"1600000US2972772","Terre du Lac CDP, Missouri","2516","null","668","null",
"1600000US2972826","Thayer city, Missouri","2116","null","364","null",
"1600000US2972898","Theodosia village, Missouri","122","null","41","null",
"1600000US2973006","Thomasville CDP, Missouri","0","null","12","null",
"1600000US2973127","Three Creeks village, Missouri","4","null","6","null",
"1600000US2973240","Tightwad village, Missouri","68","null","38","null",
"1600000US2973330","Tina village, Missouri","226","null","65","null",
"1600000US2973348","Tindall town, Missouri","66","null","37","null",
"1600000US2973420","Tipton city, Missouri","2961","null","16","null",
"1600000US2973618","Town and Country city, Missouri","11440","null","29","null",
"1600000US2973690","Tracy city, Missouri","184","null","53","null",
"1600000US2973816","Trenton city, Missouri","5547","null","138","null",
"1600000US2973852","Trimble city, Missouri","580","null","116","null",
"1600000US2973870","Triplett city, Missouri","9","null","10","null",
"1600000US2973942","Troy city, Missouri","12463","null","24","null",
"1600000US2973978","Truesdale city, Missouri","776","null","238","null",
"1600000US2974014","Truxton village, Missouri","56","null","28","null",
"1600000US2974176","Turney village, Missouri","216","null","94","null",
"1600000US2974194","Tuscumbia town, Missouri","176","null","61","null",
"1600000US2974284","Twin Oaks village, Missouri","545","null","205","null",
"1600000US2974473","Umber View Heights village, Missouri","37","null","16","null",
"1600000US2974626","Union city, Missouri","12108","null","24","null",
"1600000US2975130","Union Star town, Missouri","511","null","132","null",
"1600000US2975166","Unionville city, Missouri","1915","null","287","null",
"1600000US2975202","Unity Village village, Missouri","66","null","25","null",
"1600000US2975220","University City city, Missouri","34953","null","51","null",
"1600000US2975238","Uplands Park village, Missouri","368","null","136","null",
"1600000US2975310","Urbana city, Missouri","388","null","160","null",
"1600000US2975346","Urich city, Missouri","434","null","108","null",
"1600000US2975364","Utica village, Missouri","200","null","89","null",
"1600000US2975472","Valley Park city, Missouri","6864","null","20","null",
"1600000US2975580","Van Buren town, Missouri","1274","null","334","null",
"1600000US2975688","Vandalia city, Missouri","3541","null","20","null",
"1600000US2975706","Vandiver village, Missouri","117","null","80","null",
"1600000US2975724","Vanduser village, Missouri","177","null","65","null",
"1600000US2975796","Velda City city, Missouri","1282","null","275","null",
"1600000US2975814","Velda Village Hills city, Missouri","841","null","259","null",
"1600000US2975886","Verona town, Missouri","637","null","408","null",
"1600000US2975922","Versailles city, Missouri","2492","null","22","null",
"1600000US2975994","Vibbard CDP, Missouri","278","null","258","null",
"1600000US2976012","Viburnum city, Missouri","747","null","170","null",
"1600000US2976102","Vienna city, Missouri","838","null","205","null",
"1600000US2976157","Village of Four Seasons village, Missouri","1716","null","289","null",
"1600000US2976192","Villa Ridge CDP, Missouri","3177","null","991","null",
"1600000US2976246","Vinita Park city, Missouri","1666","null","288","null",
"1600000US2976390","Vista village, Missouri","49","null","41","null",
"1600000US2976444","Waco city, Missouri","173","null","96","null",
"1600000US2976660","Walker city, Missouri","345","null","184","null",
"1600000US2976840","Walnut Grove city, Missouri","554","null","118","null",
"1600000US2976966","Wardell town, Missouri","462","null","150","null",
"1600000US2977002","Wardsville village, Missouri","1704","null","342","null",
"1600000US2977092","Warrensburg city, Missouri","19509","null","33","null",
"1600000US2977128","Warrenton city, Missouri","8450","null","19","null",
"1600000US2977146","Warsaw city, Missouri","2129","null","366","null",
"1600000US2977182","Warson Woods city, Missouri","2229","null","320","null",
"1600000US2977200","Washburn city, Missouri","408","null","153","null",
"1600000US2977416","Washington city, Missouri","14607","null","25","null",
"1600000US2977794","Wasola CDP, Missouri","79","null","103","null",
"1600000US2977848","Watson village, Missouri","71","null","32","null",
"1600000US2977866","Waverly city, Missouri","926","null","186","null",
"1600000US2977920","Wayland city, Missouri","580","null","151","null",
"1600000US2977992","Waynesville city, Missouri","5336","null","17","null",
"1600000US2978028","Weatherby town, Missouri","61","null","35","null",
"1600000US2978046","Weatherby Lake city, Missouri","2408","null","390","null",
"1600000US2978064","Weaubleau city, Missouri","698","null","236","null",
"1600000US2978118","Webb City city, Missouri","12843","null","26","null",
"1600000US2978154","Webster Groves city, Missouri","23817","null","29","null",
"1600000US2978226","Weingarten CDP, Missouri","164","null","85","null",
"1600000US2978314","Weldon Spring city, Missouri","5348","null","21","null",
"1600000US2978334","Weldon Spring Heights town, Missouri","124","null","53","null",
"1600000US2978352","Wellington city, Missouri","602","null","174","null",
"1600000US2978370","Wellston city, Missouri","1859","null","374","null",
"1600000US2978406","Wellsville city, Missouri","1171","null","189","null",
"1600000US2978424","Wentworth village, Missouri","85","null","46","null",
"1600000US2978442","Wentzville city, Missouri","43213","null","49","null",
"1600000US2978514","West Alton city, Missouri","448","null","124","null",
"1600000US2978622","Westboro city, Missouri","103","null","39","null",
"1600000US2978838","West Line village, Missouri","89","null","43","null",
"1600000US2978856","Weston city, Missouri","1850","null","226","null",
"1600000US2978910","Westphalia city, Missouri","445","null","144","null",
"1600000US2978928","West Plains city, Missouri","12048","null","43","null",
"1600000US2979000","West Sullivan town, Missouri","260","null","107","null",
"1600000US2979054","Westwood village, Missouri","333","null","88","null",
"1600000US2979090","Wheatland city, Missouri","275","null","153","null",
"1600000US2979126","Wheaton city, Missouri","549","null","199","null",
"1600000US2979180","Wheeling city, Missouri","230","null","84","null",
"1600000US2979288","White Branch CDP, Missouri","226","null","150","null",
"1600000US2979432","Whiteman AFB CDP, Missouri","4227","null","658","null",
"1600000US2979468","White Oak CDP, Missouri","150","null","121","null",
"1600000US2979558","Whiteside village, Missouri","87","null","61","null",
"1600000US2979612","Whitewater town, Missouri","90","null","36","null",
"1600000US2979684","Whiting CDP, Missouri","164","null","89","null",
"1600000US2979756","Wilbur Park village, Missouri","403","null","81","null",
"1600000US2979820","Wildwood city, Missouri","35384","null","85","null",
"1600000US2979882","Willard city, Missouri","6233","null","20","null",
"1600000US2980008","Williamstown CDP, Missouri","41","null","60","null",
"1600000US2980026","Williamsville city, Missouri","335","null","142","null",
"1600000US2980098","Willow Springs city, Missouri","2263","null","421","null",
"1600000US2980260","Wilson City village, Missouri","34","null","32","null",
"1600000US2980314","Winchester city, Missouri","1909","null","614","null",
"1600000US2980350","Windsor city, Missouri","2859","null","329","null",
"1600000US2980380","Windsor Place village, Missouri","425","null","112","null",
"1600000US2980422","Winfield city, Missouri","1726","null","407","null",
"1600000US2980440","Winigan CDP, Missouri","12","null","12","null",
"1600000US2980512","Winona city, Missouri","848","null","242","null",
"1600000US2980548","Winston village, Missouri","191","null","92","null",
"1600000US2980767","Wood Heights city, Missouri","722","null","160","null",
"1600000US2980962","Woodson Terrace city, Missouri","3971","null","25","null",
"1600000US2981016","Wooldridge village, Missouri","26","null","16","null",
"1600000US2981070","Worth village, Missouri","53","null","30","null",
"1600000US2981088","Wortham CDP, Missouri","125","null","67","null",
"1600000US2981106","Worthington village, Missouri","34","null","36","null",
"1600000US2981124","Wright City city, Missouri","4725","null","22","null",
"1600000US2981142","Wyaconda city, Missouri","153","null","62","null",
"1600000US2981178","Wyatt city, Missouri","313","null","111","null",
"1600000US2981430","Zalma CDP, Missouri","66","null","41","null",
"1600000US3000175","Absarokee CDP, Montana","860","null","153","null",
"1600000US3000400","Acton CDP, Montana","55","null","50","null",
"1600000US3000700","Alberton town, Montana","489","null","134","null",
"1600000US3000850","Alder CDP, Montana","135","null","64","null",
"1600000US3001300","Alzada CDP, Montana","23","null","16","null",
"1600000US3001525","Amsterdam CDP, Montana","165","null","68","null",
"1600000US3001675","Anaconda-Deer Lodge County, Montana","9380","null","*****","*****",
"1600000US3002050","Antelope CDP, Montana","40","null","58","null",
"1600000US3002350","Argenta CDP, Montana","88","null","108","null",
"1600000US3002425","Arlee CDP, Montana","725","null","192","null",
"1600000US3002800","Ashland CDP, Montana","758","null","185","null",
"1600000US3003025","Augusta CDP, Montana","233","null","90","null",
"1600000US3003175","Avon CDP, Montana","147","null","81","null",
"1600000US3003196","Ayers Ranch Colony CDP, Montana","44","null","38","null",
"1600000US3003212","Azure CDP, Montana","325","null","131","null",
"1600000US3003250","Babb CDP, Montana","193","null","168","null",
"1600000US3003400","Bainville town, Montana","147","null","55","null",
"1600000US3003475","Baker city, Montana","1763","null","287","null",
"1600000US3003625","Ballantine CDP, Montana","338","null","201","null",
"1600000US3004150","Basin CDP, Montana","366","null","136","null",
"1600000US3004230","Batavia CDP, Montana","535","null","211","null",
"1600000US3004300","Bearcreek town, Montana","156","null","62","null",
"1600000US3004410","Bear Dance CDP, Montana","255","null","104","null",
"1600000US3004575","Beaver Creek CDP, Montana","415","null","148","null",
"1600000US3004900","Belfry CDP, Montana","229","null","70","null",
"1600000US3004975","Belgrade city, Montana","10555","null","37","null",
"1600000US3005050","Belknap CDP, Montana","0","null","11","null",
"1600000US3005275","Belt town, Montana","534","null","187","null",
"1600000US3005650","Biddle CDP, Montana","41","null","41","null",
"1600000US3005800","Big Arm CDP, Montana","82","null","123","null",
"1600000US3005875","Bigfork CDP, Montana","4683","null","490","null",
"1600000US3006250","Big Sandy town, Montana","708","null","155","null",
"1600000US3006325","Big Sky CDP, Montana","3141","null","457","null",
"1600000US3006410","Big Sky Colony CDP, Montana","0","null","11","null",
"1600000US3006440","Big Stone Colony CDP, Montana","92","null","114","null",
"1600000US3006475","Big Timber city, Montana","1752","null","214","null",
"1600000US3006550","Billings city, Montana","115689","null","49","null",
"1600000US3006815","Birch Creek Colony CDP, Montana","8","null","11","null",
"1600000US3006925","Birney CDP, Montana","103","null","78","null",
"1600000US3007150","Black Eagle CDP, Montana","752","null","228","null",
"1600000US3007300","Blackfoot CDP, Montana","37","null","42","null",
"1600000US3007675","Bloomfield CDP, Montana","5","null","5","null",
"1600000US3008162","Boneau CDP, Montana","332","null","115","null",
"1600000US3008462","Bonner-West Riverside CDP, Montana","1199","null","337","null",
"1600000US3008575","Boulder city, Montana","1033","null","227","null",
"1600000US3008725","Box Elder CDP, Montana","149","null","79","null",
"1600000US3008800","Boyd CDP, Montana","29","null","23","null",
"1600000US3008950","Bozeman city, Montana","51574","null","1425","null",
"1600000US3009250","Brady CDP, Montana","92","null","46","null",
"1600000US3009400","Brandon CDP, Montana","83","null","55","null",
"1600000US3009475","Bridger town, Montana","903","null","152","null",
"1600000US3009500","Bridger CDP, Montana","141","null","101","null",
"1600000US3009700","Broadus town, Montana","455","null","124","null",
"1600000US3009775","Broadview town, Montana","161","null","55","null",
"1600000US3010000","Brockton CDP, Montana","365","null","137","null",
"1600000US3010075","Brockway CDP, Montana","9","null","9","null",
"1600000US3010150","Brooks CDP, Montana","56","null","60","null",
"1600000US3010375","Browning town, Montana","851","null","173","null",
"1600000US3010935","Bull Lake CDP, Montana","239","null","170","null",
"1600000US3011200","Busby CDP, Montana","496","null","204","null",
"1600000US3011397","Butte-Silver Bow (balance), Montana","34368","null","134","null",
"1600000US3011500","Bynum CDP, Montana","14","null","11","null",
"1600000US3011800","Camas CDP, Montana","77","null","34","null",
"1600000US3011995","Camp Three CDP, Montana","148","null","61","null",
"1600000US3011999","Camrose Colony CDP, Montana","0","null","11","null",
"1600000US3012025","Canyon Creek CDP, Montana","55","null","61","null",
"1600000US3012400","Cardwell CDP, Montana","35","null","34","null",
"1600000US3012435","Carlton CDP, Montana","508","null","299","null",
"1600000US3012625","Carter CDP, Montana","90","null","85","null",
"1600000US3012775","Cascade town, Montana","574","null","131","null",
"1600000US3012783","Cascade Colony CDP, Montana","0","null","11","null",
"1600000US3013375","Centerville CDP, Montana","7","null","10","null",
"1600000US3013900","Charlo CDP, Montana","249","null","66","null",
"1600000US3013975","Charlos Heights CDP, Montana","0","null","11","null",
"1600000US3014200","Chester town, Montana","749","null","138","null",
"1600000US3014575","Chinook city, Montana","1421","null","169","null",
"1600000US3014650","Choteau city, Montana","1826","null","248","null",
"1600000US3014875","Churchill CDP, Montana","1031","null","210","null",
"1600000US3014950","Circle town, Montana","481","null","89","null",
"1600000US3015100","Clancy CDP, Montana","1902","null","255","null",
"1600000US3015475","Clinton CDP, Montana","811","null","262","null",
"1600000US3015550","Clyde Park town, Montana","286","null","75","null",
"1600000US3016000","Coffee Creek CDP, Montana","0","null","11","null",
"1600000US3016525","Colstrip city, Montana","2094","null","287","null",
"1600000US3016600","Columbia Falls city, Montana","5304","null","32","null",
"1600000US3016825","Columbus town, Montana","2069","null","300","null",
"1600000US3017050","Condon CDP, Montana","282","null","73","null",
"1600000US3017200","Conner CDP, Montana","158","null","72","null",
"1600000US3017275","Conrad city, Montana","2758","null","248","null",
"1600000US3017350","Cooke City CDP, Montana","84","null","38","null",
"1600000US3017500","Coram CDP, Montana","338","null","118","null",
"1600000US3017725","Corvallis CDP, Montana","1604","null","545","null",
"1600000US3017800","Corwin Springs CDP, Montana","183","null","50","null",
"1600000US3018025","Craig CDP, Montana","38","null","34","null",
"1600000US3018100","Crane CDP, Montana","197","null","139","null",
"1600000US3018250","Crow Agency CDP, Montana","1993","null","372","null",
"1600000US3018475","Culbertson town, Montana","599","null","95","null",
"1600000US3018700","Custer CDP, Montana","158","null","71","null",
"1600000US3018775","Cut Bank city, Montana","3049","null","19","null",
"1600000US3018850","Cyr CDP, Montana","96","null","62","null",
"1600000US3019225","Danvers CDP, Montana","10","null","7","null",
"1600000US3019300","Darby town, Montana","609","null","170","null",
"1600000US3019525","Dayton CDP, Montana","122","null","56","null",
"1600000US3019675","De Borgia CDP, Montana","53","null","37","null",
"1600000US3019800","Deerfield Colony CDP, Montana","0","null","11","null",
"1600000US3019825","Deer Lodge city, Montana","2938","null","43","null",
"1600000US3020050","Dell CDP, Montana","7","null","11","null",
"1600000US3020425","Denton town, Montana","289","null","88","null",
"1600000US3020725","Dewey CDP, Montana","12","null","11","null",
"1600000US3020800","Dillon city, Montana","3930","null","15","null",
"1600000US3020950","Dixon CDP, Montana","309","null","70","null",
"1600000US3021025","Dodson town, Montana","142","null","91","null",
"1600000US3021850","Drummond town, Montana","337","null","125","null",
"1600000US3022130","Duncan Ranch Colony CDP, Montana","7","null","10","null",
"1600000US3022450","Dupuyer CDP, Montana","125","null","46","null",
"1600000US3022600","Dutton town, Montana","239","null","54","null",
"1600000US3022655","Eagle Creek Colony CDP, Montana","93","null","70","null",
"1600000US3022943","East End Colony CDP, Montana","0","null","11","null",
"1600000US3022985","East Glacier Park Village CDP, Montana","311","null","88","null",
"1600000US3023125","East Helena city, Montana","1647","null","438","null",
"1600000US3023168","East Malta Colony CDP, Montana","0","null","11","null",
"1600000US3023200","East Missoula CDP, Montana","2162","null","344","null",
"1600000US3023500","Edgar CDP, Montana","125","null","56","null",
"1600000US3023650","Ekalaka town, Montana","419","null","66","null",
"1600000US3023865","Elkhorn CDP, Montana","0","null","11","null",
"1600000US3023950","Elliston CDP, Montana","197","null","74","null",
"1600000US3024100","Elmo CDP, Montana","159","null","106","null",
"1600000US3024325","Emigrant CDP, Montana","340","null","147","null",
"1600000US3024475","Ennis town, Montana","673","null","151","null",
"1600000US3024700","Essex CDP, Montana","72","null","33","null",
"1600000US3024850","Eureka town, Montana","1447","null","412","null",
"1600000US3025000","Evaro CDP, Montana","545","null","224","null",
"1600000US3025075","Evergreen CDP, Montana","7988","null","798","null",
"1600000US3025225","Fairfield town, Montana","699","null","140","null",
"1600000US3025245","Fair Haven Colony CDP, Montana","0","null","11","null",
"1600000US3025300","Fairview town, Montana","1027","null","213","null",
"1600000US3025375","Fallon CDP, Montana","330","null","137","null",
"1600000US3026226","Finley Point CDP, Montana","454","null","163","null",
"1600000US3026575","Fishtail CDP, Montana","123","null","68","null",
"1600000US3026733","Flat Willow Colony CDP, Montana","0","null","11","null",
"1600000US3026800","Flaxville town, Montana","49","null","36","null",
"1600000US3026950","Florence CDP, Montana","1000","null","252","null",
"1600000US3027025","Floweree CDP, Montana","22","null","22","null",
"1600000US3027360","Fords Creek Colony CDP, Montana","49","null","43","null",
"1600000US3027595","Forest Hill Village CDP, Montana","94","null","64","null",
"1600000US3027700","Forsyth city, Montana","1562","null","246","null",
"1600000US3027850","Fort Belknap Agency CDP, Montana","1431","null","239","null",
"1600000US3028000","Fort Benton city, Montana","1396","null","206","null",
"1600000US3028150","Fortine CDP, Montana","404","null","169","null",
"1600000US3028450","Fort Peck town, Montana","190","null","62","null",
"1600000US3028600","Fort Shaw CDP, Montana","203","null","108","null",
"1600000US3028650","Fort Smith CDP, Montana","182","null","82","null",
"1600000US3028725","Forty Mile Colony CDP, Montana","0","null","11","null",
"1600000US3028862","Four Corners CDP, Montana","5649","null","743","null",
"1600000US3029050","Fox CDP, Montana","49","null","29","null",
"1600000US3029087","Fox Lake CDP, Montana","115","null","41","null",
"1600000US3029275","Frazer CDP, Montana","440","null","77","null",
"1600000US3029350","Frenchtown CDP, Montana","1734","null","420","null",
"1600000US3029500","Froid town, Montana","336","null","169","null",
"1600000US3029575","Fromberg town, Montana","372","null","101","null",
"1600000US3029875","Gallatin Gateway CDP, Montana","825","null","190","null",
"1600000US3029885","Gallatin River Ranch CDP, Montana","174","null","95","null",
"1600000US3029950","Gardiner CDP, Montana","831","null","195","null",
"1600000US3030175","Garrison CDP, Montana","89","null","47","null",
"1600000US3030400","Geraldine town, Montana","202","null","50","null",
"1600000US3030550","Geyser CDP, Montana","66","null","29","null",
"1600000US3030625","Gibson Flats CDP, Montana","98","null","108","null",
"1600000US3030700","Gildford CDP, Montana","218","null","92","null",
"1600000US3030704","Gildford Colony CDP, Montana","15","null","15","null",
"1600000US3030750","Gilman CDP, Montana","24","null","21","null",
"1600000US3030925","Glacier Colony CDP, Montana","22","null","35","null",
"1600000US3031075","Glasgow city, Montana","3192","null","37","null",
"1600000US3031375","Glen CDP, Montana","81","null","55","null",
"1600000US3031418","Glendale Colony CDP, Montana","0","null","11","null",
"1600000US3031450","Glendive city, Montana","4928","null","17","null",
"1600000US3031825","Goldcreek CDP, Montana","1","null","1","null",
"1600000US3031991","Golden Valley Colony CDP, Montana","0","null","11","null",
"1600000US3032350","Grant CDP, Montana","43","null","24","null",
"1600000US3032575","Grass Range town, Montana","114","null","46","null",
"1600000US3032800","Great Falls city, Montana","60381","null","32","null",
"1600000US3033250","Greycliff CDP, Montana","108","null","51","null",
"1600000US3033625","Hall CDP, Montana","7","null","8","null",
"1600000US3033775","Hamilton city, Montana","4632","null","26","null",
"1600000US3034110","Happys Inn CDP, Montana","79","null","66","null",
"1600000US3034225","Hardin city, Montana","3754","null","18","null",
"1600000US3034300","Hardy CDP, Montana","63","null","30","null",
"1600000US3034375","Harlem city, Montana","881","null","174","null",
"1600000US3034450","Harlowton city, Montana","1096","null","184","null",
"1600000US3034525","Harrison CDP, Montana","33","null","26","null",
