USPS|GEOID|GEOIDFQ|ANSICODE|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
MN|27095|0500000US27095|00659493|Mille Lacs County|1482242164|282956280|572.297|109.25|45.929266|-93.632748
MN|27097|0500000US27097|00659494|Morrison County|2913996432|73259804|1125.1|28.286|46.020484|-94.266619
MN|27099|0500000US27099|00659495|Mower County|1842188281|617123|711.273|0.238|43.666249|-92.759514
MN|27101|0500000US27101|00659496|Murray County|1825079952|38432251|704.667|14.839|44.015594|-95.761581
MN|27103|0500000US27103|00659497|Nicollet County|1161618791|47471117|448.504|18.329|44.35882|-94.245684
MN|27105|0500000US27105|00659498|Nobles County|1852143781|19253010|715.117|7.434|43.677686|-95.763132
MN|27107|0500000US27107|00659499|Norman County|2260512784|10208059|872.789|3.941|47.329453|-96.463776
MN|27109|0500000US27109|00659500|Olmsted County|1692581253|3225617|653.509|1.245|43.999688|-92.410155
MN|27111|0500000US27111|00659501|Otter Tail County|5106514368|654466895|1971.636|252.691|46.405727|-95.714581
MN|27113|0500000US27113|00659502|Pennington County|1596779064|4338967|616.52|1.675|48.069247|-96.037725
MN|27115|0500000US27115|00659503|Pine County|3655334315|60281284|1411.333|23.275|46.10085|-92.763091
MN|27117|0500000US27117|00659504|Pipestone County|1204482545|2346477|465.053|0.906|44.015361|-96.257015
MN|27119|0500000US27119|00659505|Polk County|5104857036|69398570|1970.996|26.795|47.774254|-96.400027
MN|27121|0500000US27121|00659506|Pope County|1747100283|109705987|674.559|42.358|45.589623|-95.446705
MN|27123|0500000US27123|00659507|Ramsey County|394349490|45983124|152.259|17.754|45.015204|-93.099965
MN|27125|0500000US27125|00659508|Red Lake County|1119930078|227116|432.407|0.088|47.865487|-96.08718
MN|27127|0500000US27127|00659509|Redwood County|2275493116|8220947|878.573|3.174|44.403536|-95.254241
MN|27129|0500000US27129|00659510|Renville County|2545689669|10873495|982.896|4.198|44.723697|-94.955616
MN|27131|0500000US27131|00659511|Rice County|1284114077|52069008|495.799|20.104|44.350775|-93.298513
MN|27133|0500000US27133|00659512|Rock County|1249562282|698231|482.459|0.27|43.669587|-96.263238
MN|27135|0500000US27135|00659513|Roseau County|4329782687|16924039|1671.739|6.534|48.761069|-95.821505
MN|27137|0500000US27137|00662850|St. Louis County|16182559692|1586163737|6248.121|612.421|47.578635|-92.514585
MN|27139|0500000US27139|00659514|Scott County|922246232|31664237|356.081|12.226|44.651811|-93.533733
MN|27141|0500000US27141|00659515|Sherburne County|1121327974|47057605|432.947|18.169|45.453166|-93.769164
MN|27143|0500000US27143|00659516|Sibley County|1525416531|30163153|588.967|11.646|44.575734|-94.230123
MN|27145|0500000US27145|00659517|Stearns County|3478049992|121771861|1342.883|47.016|45.555233|-94.610483
MN|27147|0500000US27147|00659518|Steele County|1112626770|6972355|429.588|2.692|44.015181|-93.236065
MN|27149|0500000US27149|00659519|Stevens County|1459877117|30336107|563.662|11.713|45.593461|-95.992315
MN|27151|0500000US27151|00659520|Swift County|1921812427|26245338|742.016|10.133|45.27581|-95.690124
MN|27153|0500000US27153|00659521|Todd County|2447791827|89136463|945.098|34.416|46.066569|-94.900576
MN|27155|0500000US27155|00659522|Traverse County|1486320978|31025234|573.872|11.979|45.769935|-96.474832
MN|27157|0500000US27157|00659523|Wabasha County|1354471944|68766266|522.965|26.551|44.289634|-92.233454
MN|27159|0500000US27159|00659524|Wadena County|1389132783|18009881|536.347|6.954|46.586985|-94.988608
MN|27161|0500000US27161|00659525|Waseca County|1096500987|24893713|423.361|9.612|44.01846|-93.589844
MN|27163|0500000US27163|00659526|Washington County|996530238|99839105|384.762|38.548|45.037929|-92.890117
MN|27165|0500000US27165|00659527|Watonwan County|1126508578|12387925|434.947|4.783|43.978109|-94.613798
MN|27167|0500000US27167|00659528|Wilkin County|1945179854|480470|751.038|0.186|46.362335|-96.476657
MN|27169|0500000US27169|00659529|Winona County|1621827302|40014767|626.191|15.45|43.981353|-91.777044
MN|27171|0500000US27171|00659530|Wright County|1712394935|137860633|661.159|53.228|45.174921|-93.966482
MN|27173|0500000US27173|00659531|Yellow Medicine County|1966063007|10687957|759.101|4.127|44.715736|-95.862756
MS|28001|0500000US28001|00695726|Adams County|1197464266|65273640|462.344|25.202|31.486224|-91.351797
MS|28003|0500000US28003|00711755|Alcorn County|1036116127|3402314|400.047|1.314|34.886569|-88.581109
MS|28005|0500000US28005|00695727|Amite County|1890950860|3877823|730.1|1.497|31.203933|-90.795542
MS|28007|0500000US28007|00695728|Attala County|1903529298|4425860|734.957|1.709|33.090468|-89.588622
MS|28009|0500000US28009|00695729|Benton County|1053131428|5279184|406.616|2.038|34.809593|-89.200213
MS|28011|0500000US28011|00695730|Bolivar County|2270141679|81446732|876.507|31.447|33.799139|-90.88412
MS|28013|0500000US28013|00695731|Calhoun County|1519218292|3590388|586.573|1.386|33.936634|-89.337114
MS|28015|0500000US28015|00695732|Carroll County|1627517131|16050556|628.388|6.197|33.440795|-89.918887
MS|28017|0500000US28017|00695733|Chickasaw County|1299608407|6380767|501.782|2.464|33.933277|-88.947558
MS|28019|0500000US28019|00695734|Choctaw County|1083125331|4295085|418.197|1.658|33.345964|-89.251332
MS|28021|0500000US28021|00695735|Claiborne County|1262400023|35711134|487.415|13.788|31.97281|-90.915424
MS|28023|0500000US28023|00695736|Clarke County|1791173033|5073931|691.576|1.959|32.045374|-88.687976
MS|28025|0500000US28025|00695737|Clay County|1061922602|15305249|410.011|5.909|33.65967|-88.782468
MS|28027|0500000US28027|00695738|Coahoma County|1432526488|77525442|553.102|29.933|34.230316|-90.60401
MS|28029|0500000US28029|00695739|Copiah County|2013158774|5644780|777.285|2.179|31.866915|-90.448758
MS|28031|0500000US28031|00695740|Covington County|1071784953|2880713|413.819|1.112|31.633331|-89.548897
MS|28033|0500000US28033|00695741|DeSoto County|1233855808|50232356|476.394|19.395|34.874922|-89.991211
MS|28035|0500000US28035|00695742|Forrest County|1207042892|10872904|466.042|4.198|31.18858|-89.259447
MS|28037|0500000US28037|00695743|Franklin County|1460658821|7250805|563.964|2.8|31.477773|-90.895457
MS|28039|0500000US28039|00695744|George County|1239824224|12830813|478.699|4.954|30.85543|-88.642268
MS|28041|0500000US28041|00695745|Greene County|1845983902|15430619|712.738|5.958|31.212845|-88.634811
MS|28043|0500000US28043|00695746|Grenada County|1093267463|70683200|422.113|27.291|33.770031|-89.80274
MS|28045|0500000US28045|00711756|Hancock County|1227567343|204089428|473.966|78.799|30.391641|-89.482791
MS|28047|0500000US28047|00695747|Harrison County|1485746815|1064585233|573.65|411.039|30.416536|-89.083376
MS|28049|0500000US28049|00695748|Hinds County|2252888300|19259532|869.845|7.436|32.267788|-90.466016
MS|28051|0500000US28051|00695749|Holmes County|1959776819|20568825|756.674|7.942|33.125942|-90.091197
MS|28053|0500000US28053|00695750|Humphreys County|1084258532|32631415|418.635|12.599|33.130996|-90.523421
MS|28055|0500000US28055|00695751|Issaquena County|1069614257|73664788|412.98|28.442|32.755539|-91.003535
MS|28057|0500000US28057|00695752|Itawamba County|1379933000|19825536|532.795|7.655|34.281075|-88.363127
MS|28059|0500000US28059|00695753|Jackson County|1872109199|830292614|722.825|320.578|30.456005|-88.625101
MS|28061|0500000US28061|00695754|Jasper County|1751636189|3130850|676.311|1.209|32.016748|-89.119176
MS|28063|0500000US28063|00695755|Jefferson County|1346620553|18988092|519.933|7.331|31.733633|-91.043878
MS|28065|0500000US28065|00695756|Jefferson Davis County|1057871275|1791496|408.446|0.692|31.564808|-89.827086
MS|28067|0500000US28067|00695757|Jones County|1799639008|12681687|694.845|4.896|31.616601|-89.168532
MS|28069|0500000US28069|00695758|Kemper County|1984403152|2182350|766.182|0.843|32.750136|-88.625631
MS|28071|0500000US28071|00695759|Lafayette County|1636088509|123105438|631.697|47.531|34.353078|-89.485385
MS|28073|0500000US28073|00695760|Lamar County|1286109797|8871408|496.57|3.425|31.197586|-89.506369
MS|28075|0500000US28075|00695761|Lauderdale County|1822511106|29727669|703.676|11.478|32.404017|-88.660451
MS|28077|0500000US28077|00695762|Lawrence County|1115254009|13188412|430.602|5.092|31.550009|-90.10753
MS|28079|0500000US28079|00695763|Leake County|1509697190|6376466|582.897|2.462|32.76063|-89.52225
MS|28081|0500000US28081|00695764|Lee County|1165404270|8314457|449.965|3.21|34.29237|-88.682439
MS|28083|0500000US28083|00695765|Leflore County|1538645698|31868197|594.074|12.304|33.54979|-90.294934
MS|28085|0500000US28085|00695766|Lincoln County|1518269765|5291052|586.207|2.043|31.535216|-90.453566
MS|28087|0500000US28087|00695767|Lowndes County|1310710305|28522280|506.068|11.013|33.471424|-88.439723
MS|28089|0500000US28089|00695768|Madison County|1849800819|72075390|714.212|27.828|32.63437|-90.03416
MS|28091|0500000US28091|00695769|Marion County|1404616873|16302668|542.326|6.294|31.23151|-89.822307
MS|28093|0500000US28093|00695770|Marshall County|1829027817|9173803|706.192|3.542|34.76619|-89.504231
MS|28095|0500000US28095|00695771|Monroe County|1981673393|17953924|765.128|6.932|33.89003|-88.485038
MS|28097|0500000US28097|00711757|Montgomery County|1054074830|2352156|406.981|0.908|33.500714|-89.639625
MS|28099|0500000US28099|00695772|Neshoba County|1476641126|3830971|570.134|1.479|32.752518|-89.119274
MS|28101|0500000US28101|00695773|Newton County|1496418687|4524423|577.771|1.747|32.40197|-89.118412
MS|28103|0500000US28103|00695774|Noxubee County|1800976502|12497508|695.361|4.825|33.106606|-88.566152
MS|28105|0500000US28105|00695775|Oktibbeha County|1185245552|9565689|457.626|3.693|33.422354|-88.876159
MS|28107|0500000US28107|00695776|Panola County|1774607343|51674888|685.18|19.952|34.365205|-89.963065
MS|28109|0500000US28109|00695777|Pearl River County|2101794952|20295312|811.508|7.836|30.774793|-89.586904
MS|28111|0500000US28111|00695778|Perry County|1676432392|7581604|647.274|2.927|31.169307|-88.988755
MS|28113|0500000US28113|00711758|Pike County|1059783760|3907959|409.185|1.509|31.177516|-90.397725
MS|28115|0500000US28115|00695803|Pontotoc County|1289330912|8308394|497.813|3.208|34.227081|-89.037239
MS|28117|0500000US28117|00695779|Prentiss County|1074806610|8324262|414.985|3.214|34.620566|-88.522184
MS|28119|0500000US28119|00695780|Quitman County|1048975540|3676001|405.012|1.419|34.252833|-90.290171
MS|28121|0500000US28121|00695781|Rankin County|2008538427|79213730|775.501|30.585|32.267123|-89.946063
MS|28123|0500000US28123|00695782|Scott County|1577902084|3001523|609.231|1.159|32.411959|-89.533486
MS|28125|0500000US28125|00695783|Sharkey County|1118149684|8806463|431.72|3.4|32.892395|-90.827613
MS|28127|0500000US28127|00695784|Simpson County|1525930871|3378528|589.165|1.304|31.902505|-89.917709
MS|28129|0500000US28129|00695785|Smith County|1647926076|2599432|636.268|1.004|32.019029|-89.494876
MS|28131|0500000US28131|00695786|Stone County|1153800118|6712351|445.485|2.592|30.790184|-89.112297
MS|28133|0500000US28133|00695787|Sunflower County|1807187007|23747316|697.759|9.169|33.605529|-90.59509
MS|28135|0500000US28135|00695788|Tallahatchie County|1672069540|16969517|645.59|6.552|33.954529|-90.172243
MS|28137|0500000US28137|00695789|Tate County|1048332524|16090911|404.763|6.213|34.649553|-89.943105
MS|28139|0500000US28139|00695790|Tippah County|1185754666|5522230|457.822|2.132|34.763618|-88.918819
MS|28141|0500000US28141|00695791|Tishomingo County|1098925141|52373918|424.297|20.222|34.738835|-88.234827
MS|28143|0500000US28143|00695792|Tunica County|1176191639|57012297|454.13|22.013|34.652201|-90.37177
MS|28145|0500000US28145|00695793|Union County|1076417816|3369003|415.607|1.301|34.489533|-89.002339
MS|28147|0500000US28147|00695794|Walthall County|1046169275|1236552|403.928|0.477|31.164492|-90.103431
MS|28149|0500000US28149|00695795|Warren County|1524302184|77744204|588.536|30.017|32.356095|-90.852384
MS|28151|0500000US28151|00695796|Washington County|1875531293|93803301|724.147|36.218|33.273174|-90.944446
MS|28153|0500000US28153|00695797|Wayne County|2099745602|7255476|810.716|2.801|31.642503|-88.678214
MS|28155|0500000US28155|00695798|Webster County|1090794796|5363806|421.158|2.071|33.612061|-89.283961
MS|28157|0500000US28157|00695799|Wilkinson County|1756043890|25262385|678.012|9.754|31.161091|-91.324617
MS|28159|0500000US28159|00695800|Winston County|1572773204|7341897|607.251|2.835|33.078724|-89.037391
MS|28161|0500000US28161|00695801|Yalobusha County|1209914675|72140595|467.151|27.854|34.030666|-89.703807
MS|28163|0500000US28163|00695802|Yazoo County|2388847342|30612555|922.339|11.82|32.765675|-90.387928
MO|29001|0500000US29001|00765805|Adair County|1469362061|5468507|567.324|2.111|40.190666|-92.603592
MO|29003|0500000US29003|00758456|Andrew County|1120518013|9669777|432.634|3.734|39.988863|-94.803552
MO|29005|0500000US29005|00758457|Atchison County|1417462623|7359186|547.285|2.841|40.431846|-95.437555
MO|29007|0500000US29007|00758458|Audrain County|1792918425|11843439|692.25|4.573|39.214481|-91.843418
MO|29009|0500000US29009|00758459|Barry County|2015328986|32910373|778.123|12.707|36.699376|-93.834334
MO|29011|0500000US29011|00758460|Barton County|1533351241|12151997|592.03|4.692|37.50091|-94.344059
MO|29013|0500000US29013|00758461|Bates County|2167033432|38030730|836.696|14.684|38.257217|-94.339246
MO|29015|0500000US29015|00758462|Benton County|1823437748|125605711|704.033|48.497|38.301036|-93.287942
MO|29017|0500000US29017|00758463|Bollinger County|1600364576|8530122|617.904|3.293|37.318427|-90.024645
MO|29019|0500000US29019|00758464|Boone County|1775580658|14211203|685.556|5.487|38.989861|-92.310202
MO|29021|0500000US29021|00758465|Buchanan County|1057361277|17942873|408.249|6.928|39.660369|-94.808173
MO|29023|0500000US29023|00758466|Butler County|1799405241|11196956|694.754|4.323|36.71518|-90.40313
MO|29025|0500000US29025|00758467|Caldwell County|1104353490|8399237|426.393|3.243|39.658998|-93.979179
MO|29027|0500000US29027|00758468|Callaway County|2161513201|33194432|834.565|12.816|38.835547|-91.923446
MO|29029|0500000US29029|00758469|Camden County|1698868744|136411732|655.937|52.669|38.026504|-92.765328
MO|29031|0500000US29031|00758470|Cape Girardeau County|1498351219|20284964|578.517|7.832|37.384141|-89.685658
MO|29033|0500000US29033|00758471|Carroll County|1799061888|17533392|694.622|6.77|39.427375|-93.500226
MO|29035|0500000US29035|00758472|Carter County|1314052439|4304986|507.359|1.662|36.944858|-90.945705
MO|29037|0500000US29037|00758473|Cass County|1804231754|14954758|696.618|5.774|38.646474|-94.354547
MO|29039|0500000US29039|00758474|Cedar County|1228870899|62637821|474.47|24.185|37.733655|-93.850014
MO|29041|0500000US29041|00758475|Chariton County|1945541998|40353307|751.178|15.58|39.517968|-92.96162
MO|29043|0500000US29043|00758476|Christian County|1457134679|3048446|562.603|1.177|36.969739|-93.187614
MO|29045|0500000US29045|00758477|Clark County|1306924732|18695974|504.606|7.219|40.407275|-91.729472
MO|29047|0500000US29047|00758478|Clay County|1029930131|28484518|397.658|10.998|39.315551|-94.421502
MO|29049|0500000US29049|00758479|Clinton County|1085049759|11764909|418.94|4.542|39.608723|-94.395803
MO|29051|0500000US29051|00758480|Cole County|1014066038|19144926|391.533|7.392|38.503233|-92.280027
MO|29053|0500000US29053|00758481|Cooper County|1462684615|11486534|564.746|4.435|38.847093|-92.810069
MO|29055|0500000US29055|00758482|Crawford County|1923005860|3306286|742.477|1.277|37.966559|-91.313936
MO|29057|0500000US29057|00758483|Dade County|1269120979|42072597|490.01|16.244|37.43235|-93.854878
MO|29059|0500000US29059|00758484|Dallas County|1401057556|4909180|540.951|1.895|37.683582|-93.033815
MO|29061|0500000US29061|00758485|Daviess County|1458894581|14925665|563.282|5.763|39.962839|-93.970053
MO|29063|0500000US29063|00758486|DeKalb County|1091312447|11560688|421.358|4.464|39.894665|-94.40719
MO|29065|0500000US29065|00758487|Dent County|1949641183|4518781|752.761|1.745|37.603072|-91.489717
MO|29067|0500000US29067|00758488|Douglas County|2107274101|2520175|813.623|0.973|36.946517|-92.515892
MO|29069|0500000US29069|00758489|Dunklin County|1403538813|13708531|541.909|5.293|36.153025|-90.062254
MO|29071|0500000US29071|00758490|Franklin County|2389239902|20928381|922.491|8.08|38.413003|-91.072832
MO|29073|0500000US29073|00758491|Gasconade County|1344216316|18008168|519.005|6.953|38.441182|-91.505782
MO|29075|0500000US29075|00758492|Gentry County|1272776755|762384|491.422|0.294|40.208127|-94.405321
MO|29077|0500000US29077|00758493|Greene County|1749093465|6607713|675.329|2.551|37.258196|-93.340641
MO|29079|0500000US29079|00758494|Grundy County|1127403256|7116081|435.293|2.748|40.11254|-93.565054
MO|29081|0500000US29081|00758495|Harrison County|1871309887|10070644|722.517|3.888|40.34562|-93.992582
MO|29083|0500000US29083|00758496|Henry County|1805056171|91656114|696.936|35.389|38.386491|-93.792628
MO|29085|0500000US29085|00758497|Hickory County|1032908443|33454640|398.808|12.917|37.93691|-93.322988
MO|29087|0500000US29087|00758498|Holt County|1198375860|19832798|462.696|7.657|40.095724|-95.219072
MO|29089|0500000US29089|00758499|Howard County|1201239497|19854109|463.801|7.666|39.143365|-92.695926
MO|29091|0500000US29091|00758500|Howell County|2401376469|2920041|927.177|1.127|36.774369|-91.887368
MO|29093|0500000US29093|00758501|Iron County|1425184838|4655363|550.267|1.797|37.625971|-90.699587
MO|29095|0500000US29095|00758502|Jackson County|1565698750|30621016|604.52|11.823|39.005364|-94.343211
MO|29097|0500000US29097|00758503|Jasper County|1653723334|7163884|638.506|2.766|37.205197|-94.337259
MO|29099|0500000US29099|00758504|Jefferson County|1699140815|20247689|656.042|7.818|38.257629|-90.54368
MO|29101|0500000US29101|00758505|Johnson County|2147779812|10176753|829.262|3.929|38.74153|-93.811866
MO|29103|0500000US29103|00758506|Knox County|1305380272|7303439|504.01|2.82|40.136856|-92.146835
MO|29105|0500000US29105|00758507|Laclede County|1980522177|8720826|764.684|3.367|37.659698|-92.594843
MO|29107|0500000US29107|00758508|Lafayette County|1627247039|27063921|628.284|10.449|39.068713|-93.802641
MO|29109|0500000US29109|00758509|Lawrence County|1584432024|4208587|611.753|1.625|37.106611|-93.830542
MO|29111|0500000US29111|00758510|Lewis County|1307990180|14964046|505.018|5.778|40.084559|-91.728803
MO|29113|0500000US29113|00758511|Lincoln County|1622797172|35994186|626.566|13.897|39.062255|-90.962916
MO|29115|0500000US29115|00758512|Linn County|1594366554|14989603|615.588|5.788|39.86444|-93.108019
MO|29117|0500000US29117|00758513|Livingston County|1378657547|16187906|532.303|6.25|39.778587|-93.548201
MO|29119|0500000US29119|00758518|McDonald County|1397155458|520251|539.445|0.201|36.627955|-94.343716
MO|29121|0500000US29121|00758514|Macon County|2075118613|28912354|801.208|11.163|39.829795|-92.56434
MO|29123|0500000US29123|00758515|Madison County|1280453084|8323284|494.386|3.214|37.474481|-90.343413
MO|29125|0500000US29125|00758516|Maries County|1364873602|7632374|526.981|2.947|38.162615|-91.923601
MO|29127|0500000US29127|00758517|Marion County|1131646182|19090885|436.931|7.371|39.807538|-91.635379
MO|29129|0500000US29129|00758519|Mercer County|1175427717|3302140|453.835|1.275|40.421413|-93.567631
MO|29131|0500000US29131|00758520|Miller County|1534779504|19192837|592.582|7.41|38.21668|-92.429876
MO|29133|0500000US29133|00758521|Mississippi County|1066029405|44515175|411.596|17.187|36.826264|-89.295929
MO|29135|0500000US29135|00758522|Moniteau County|1074931225|9940393|415.033|3.838|38.633037|-92.583642
MO|29137|0500000US29137|00758523|Monroe County|1677380365|58339267|647.64|22.525|39.49827|-92.006458
MO|29139|0500000US29139|00758524|Montgomery County|1385765130|14100641|535.047|5.444|38.935184|-91.465427
MO|29141|0500000US29141|00758525|Morgan County|1547867041|42414584|597.635|16.376|38.420806|-92.874835
MO|29143|0500000US29143|00758526|New Madrid County|1747940900|56236293|674.884|21.713|36.594261|-89.655948
MO|29145|0500000US29145|00758527|Newton County|1618103704|4717818|624.753|1.822|36.908371|-94.335034
MO|29147|0500000US29147|00758528|Nodaway County|2271326607|2361588|876.964|0.912|40.361136|-94.883146
MO|29149|0500000US29149|00758529|Oregon County|2045687593|4528441|789.844|1.748|36.68531|-91.401827
MO|29151|0500000US29151|00758530|Osage County|1571034473|17734486|606.58|6.847|38.464252|-91.859504
MO|29153|0500000US29153|00758531|Ozark County|1929557609|26607427|745.006|10.273|36.64959|-92.458549
MO|29155|0500000US29155|00758532|Pemiscot County|1275841039|53915406|492.605|20.817|36.209916|-89.785942
MO|29157|0500000US29157|00758533|Perry County|1228574130|25394864|474.355|9.805|37.71113|-89.802125
MO|29159|0500000US29159|00758534|Pettis County|1766986595|10468070|682.237|4.042|38.727388|-93.28519
MO|29161|0500000US29161|00758535|Phelps County|1739921110|6564987|671.787|2.535|37.866326|-91.79035
MO|29163|0500000US29163|00758536|Pike County|1736428529|36976720|670.439|14.277|39.339959|-91.171607
MO|29165|0500000US29165|00758537|Platte County|1087335650|16896863|419.823|6.524|39.37869|-94.761476
MO|29167|0500000US29167|00758538|Polk County|1646006422|17837670|635.527|6.887|37.616761|-93.400817
MO|29169|0500000US29169|00758539|Pulaski County|1417014929|11312362|547.113|4.368|37.824835|-92.207022
MO|29171|0500000US29171|00758540|Putnam County|1339849643|5937543|517.319|2.292|40.478606|-93.014531
MO|29173|0500000US29173|00758541|Ralls County|1216759454|36364367|469.793|14.04|39.553455|-91.524787
MO|29175|0500000US29175|00758542|Randolph County|1250220630|13254192|482.713|5.117|39.439249|-92.492959
MO|29177|0500000US29177|00758543|Ray County|1473649199|13418136|568.979|5.181|39.308401|-93.995746
MO|29179|0500000US29179|00758544|Reynolds County|2093946393|15373678|808.477|5.936|37.366464|-90.972282
MO|29181|0500000US29181|00758545|Ripley County|1630438192|5455724|629.516|2.106|36.65017|-90.874834
MO|29183|0500000US29183|00758546|St. Charles County|1451204476|83022135|560.313|32.055|38.781102|-90.674915
MO|29185|0500000US29185|00758547|St. Clair County|1748193266|70137863|674.981|27.08|38.04223|-93.77656
MO|29186|0500000US29186|00765806|Ste. Genevieve County|1292827137|19712984|499.163|7.611|37.885845|-90.161531
MO|29187|0500000US29187|00758548|St. Francois County|1170380020|7218075|451.886|2.787|37.810707|-90.473868
MO|29189|0500000US29189|00758549|St. Louis County|1317074810|40009079|508.525|15.448|38.640438|-90.445497
MO|29195|0500000US29195|00758550|Saline County|1956761958|29542462|755.51|11.406|39.13584|-93.204164
MO|29197|0500000US29197|00758551|Schuyler County|795916407|2216011|307.305|0.856|40.469361|-92.519016
MO|29199|0500000US29199|00758552|Scotland County|1130548360|7217862|436.507|2.787|40.447686|-92.142824
MO|29201|0500000US29201|00758553|Scott County|1087811534|15172488|420.006|5.858|37.047793|-89.568098
MO|29203|0500000US29203|00758554|Shannon County|2599881423|464012|1003.82|0.179|37.152498|-91.391328
MO|29205|0500000US29205|00758555|Shelby County|1297230219|3764606|500.863|1.454|39.797531|-92.088719
MO|29207|0500000US29207|00758556|Stoddard County|2131929136|15025823|823.142|5.802|36.851557|-89.947481
MO|29209|0500000US29209|00758557|Stone County|1201268813|121210895|463.813|46.8|36.745822|-93.457842
MO|29211|0500000US29211|00758558|Sullivan County|1678265916|9121738|647.982|3.522|40.209588|-93.109784
MO|29213|0500000US29213|00758559|Taney County|1637553942|50101661|632.263|19.344|36.649827|-93.042819
MO|29215|0500000US29215|00758560|Texas County|3049106811|5071079|1177.267|1.958|37.314257|-91.964478
MO|29217|0500000US29217|00758561|Vernon County|2140343854|27020868|826.391|10.433|37.850232|-94.341701
MO|29219|0500000US29219|00758562|Warren County|1110059783|23627926|428.596|9.123|38.761902|-91.159306
MO|29221|0500000US29221|00758563|Washington County|1968043954|6791224|759.866|2.622|37.942611|-90.897018
MO|29223|0500000US29223|00758564|Wayne County|1966285866|38530851|759.187|14.877|37.111074|-90.453931
MO|29225|0500000US29225|00758565|Webster County|1534732000|3108872|592.563|1.2|37.280804|-92.87608
MO|29227|0500000US29227|00758566|Worth County|690564983|493903|266.629|0.191|40.480499|-94.419198
MO|29229|0500000US29229|00758567|Wright County|1765788552|3524879|681.775|1.361|37.267633|-92.479989
MO|29510|0500000US29510|00767557|St. Louis city|159847393|11534970|61.717|4.454|38.635699|-90.244582
MT|30001|0500000US30001|01719627|Beaverhead County|14355492117|78345288|5542.687|30.249|45.133863|-112.892869
MT|30003|0500000US30003|01716521|Big Horn County|12944183984|47395459|4997.778|18.299|45.407868|-107.518162
MT|30005|0500000US30005|01722470|Blaine County|10949218323|29079295|4227.517|11.228|48.428282|-108.967648
MT|30007|0500000US30007|01719625|Broadwater County|3088195856|118487320|1192.359|45.748|46.329849|-111.497873
MT|30009|0500000US30009|01720111|Carbon County|5304007483|35017697|2047.889|13.52|45.224468|-109.028554
MT|30011|0500000US30011|01688746|Carter County|8651796244|19503322|3340.477|7.53|45.516825|-104.515324
MT|30013|0500000US30013|01719622|Cascade County|6988334235|34300473|2698.211|13.243|47.316575|-111.350262
MT|30015|0500000US30015|01719619|Chouteau County|10288778624|62611691|3972.52|24.175|47.886834|-110.4362
MT|30017|0500000US30017|01720109|Custer County|9798723728|25612454|3783.309|9.889|46.261414|-105.550352
MT|30019|0500000US30019|01637566|Daniels County|3694021960|1021697|1426.27|0.394|48.794429|-105.541739
MT|30021|0500000US30021|01715632|Dawson County|6143260033|29884286|2371.926|11.538|47.26613|-104.898271
MT|30023|0500000US30023|01719617|Deer Lodge County|1907998861|12199890|736.683|4.71|46.094672|-113.141624
MT|30025|0500000US30025|01688745|Fallon County|4197320397|5915331|1620.595|2.284|46.318184|-104.405718
MT|30027|0500000US30027|01719614|Fergus County|11238811029|27700317|4339.329|10.695|47.221816|-109.232956
MT|30029|0500000US30029|01719611|Flathead County|13176056530|436954292|5087.304|168.709|48.295422|-114.052059
MT|30031|0500000US30031|01720053|Gallatin County|6747835851|73611148|2605.354|28.421|45.518054|-111.163921
MT|30033|0500000US30033|01716058|Garfield County|12112233245|446864356|4676.56|172.535|47.267184|-106.995991
MT|30035|0500000US30035|01719607|Glacier County|7757405147|105684958|2995.151|40.805|48.705671|-112.990502
MT|30037|0500000US30037|01723078|Golden Valley County|3041740573|2621792|1174.423|1.012|46.380624|-109.174586
MT|30039|0500000US30039|01719605|Granite County|4473328969|14546367|1727.162|5.616|46.395955|-113.427356
MT|30041|0500000US30041|01720048|Hill County|7509401938|44199217|2899.396|17.065|48.631959|-110.106321
MT|30043|0500000US30043|01720045|Jefferson County|4291603026|6256292|1656.997|2.416|46.124232|-112.059428
MT|30045|0500000US30045|01719602|Judith Basin County|4842466585|2066740|1869.687|0.798|47.032558|-110.30532
MT|30047|0500000US30047|01796943|Lake County|3860389550|423445080|1490.505|163.493|47.642901|-114.083687
MT|30049|0500000US30049|00793926|Lewis and Clark County|8957163878|101496952|3458.38|39.188|47.122105|-112.38289
MT|30051|0500000US30051|01720036|Liberty County|3703651372|44411471|1429.988|17.147|48.559654|-111.036924
MT|30053|0500000US30053|01720038|Lincoln County|9356484222|161555792|3612.559|62.377|48.552385|-115.463185
MT|30055|0500000US30055|01716270|McCone County|6843332035|103024685|2642.225|39.778|47.629628|-105.757222
MT|30057|0500000US30057|01720033|Madison County|9293281827|39849039|3588.156|15.386|45.32529|-111.913791
MT|30059|0500000US30059|01719600|Meagher County|6194909925|7475979|2391.868|2.886|46.5857|-110.92174
MT|30061|0500000US30061|01720030|Mineral County|3158799815|9897218|1219.619|3.821|47.129687|-115.085385
MT|30063|0500000US30063|01719596|Missoula County|6715864478|64582796|2593.01|24.936|47.027263|-113.892691
MT|30065|0500000US30065|01719593|Musselshell County|4840577742|7118682|1868.958|2.749|46.505281|-108.439763
MT|30067|0500000US30067|01720027|Park County|7258388272|27861800|2802.479|10.758|45.463081|-110.53493
MT|30069|0500000US30069|01719590|Petroleum County|4288047859|48927318|1655.625|18.891|47.141917|-108.226575
