GEOID,GNIS ID,Name,Short Name,State,CBSA,Central,DMA,Time Zone,FIPS Class,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
53001,1531601,Adams County,Adams,WA,36830,T,881,America/Los_Angeles,H1,18728,6242,4985668796,12623299,46.9833438,-118.5606331
53017,1531818,Douglas County,Douglas,WA,48300,T,819,America/Los_Angeles,H1,38431,16004,4711872269,76122749,47.7361089,-119.6917746
53071,1531819,Walla Walla County,Walla Walla,WA,47460,T,810,America/Los_Angeles,H1,58781,23451,3289618915,74827643,46.2298432,-118.4784031
53011,1531820,Clark County,Clark,WA,38900,T,820,America/Los_Angeles,H1,425363,167413,1629112686,70523141,45.7791446,-122.482578
53019,1531821,Ferry County,Ferry,WA,,F,881,America/Los_Angeles,H1,7551,4403,5706154501,140280530,48.4701446,-118.5165862
53021,1531822,Franklin County,Franklin,WA,28420,T,810,America/Los_Angeles,H1,78163,24423,3217208258,60193369,46.5347308,-118.8988424
53027,1531823,Grays Harbor County,Grays Harbor,WA,10140,T,819,America/Los_Angeles,H1,72797,35166,4926225833,834957671,47.1444087,-123.8286201
53025,1531924,Grant County,Grant,WA,34180,T,881,America/Los_Angeles,H1,89120,35083,6939907170,289575234,47.2056647,-119.4517617
53037,1531926,Kittitas County,Kittitas,WA,21260,T,810,America/Los_Angeles,H1,40915,21900,5949903934,92370342,47.1242662,-120.6796832
53041,1531927,Lewis County,Lewis,WA,16500,T,819,America/Los_Angeles,H1,75455,34050,6223229463,86636927,46.5777682,-122.3926383
53047,1531928,Okanogan County,Okanogan,WA,,F,881,America/Los_Angeles,H1,41120,22245,13643999206,121250186,48.5487137,-119.7408579
53077,1531929,Yakima County,Yakima,WA,49420,T,810,America/Los_Angeles,H1,243231,85474,11125023321,41131437,46.4570265,-120.7384906
53065,1531930,Stevens County,Stevens,WA,44060,F,881,America/Los_Angeles,H1,43531,21156,6417380728,163131299,48.3990685,-117.8551539
53055,1531931,San Juan County,San Juan,WA,,F,819,America/Los_Angeles,H1,15769,13313,450437066,1158109609,48.563185,-122.9775048
53007,1531932,Chelan County,Chelan,WA,48300,T,819,America/Los_Angeles,H1,72453,35465,7564124657,189992686,47.8692071,-120.6189735
53033,1531933,King County,King,WA,42660,T,819,America/Los_Angeles,H1,1931249,851261,5479291809,495471264,47.4909232,-121.8359517
53031,1531936,Jefferson County,Jefferson,WA,,F,819,America/Los_Angeles,H1,29872,17767,4671561779,982751274,47.7764366,-123.5764739
53023,1533500,Garfield County,Garfield,WA,,F,881,America/Los_Angeles,H1,2266,1233,1840669150,19490282,46.4315588,-117.5451693
53075,1533501,Whitman County,Whitman,WA,39420,T,881,America/Los_Angeles,H1,44776,19323,5592015929,47940249,46.901202,-117.5230577
53003,1533502,Asotin County,Asotin,WA,30300,T,881,America/Los_Angeles,H1,21623,9872,1647784012,11475136,46.191801,-117.203075
54003,1550008,Berkeley County,Berkeley,WV,25180,T,511,America/New_York,H1,104169,44762,831754462,1074157,39.4640665,-78.0275429
54005,1550009,Boone County,Boone,WV,16620,F,564,America/New_York,H1,24629,11070,1298991045,4282300,38.0229966,-81.7112126
54007,1550010,Braxton County,Braxton,WV,,F,564,America/New_York,H1,14523,7415,1322996847,14144309,38.6998727,-80.7192881
54011,1550012,Cabell County,Cabell,WV,26580,T,564,America/New_York,H1,96319,46169,727832268,18127980,38.4202969,-82.2417167
54015,1550014,Clay County,Clay,WV,16620,F,564,America/New_York,H1,9386,4572,885522451,4957435,38.462532,-81.0750875
54037,1550025,Jefferson County,Jefferson,WV,47900,F,511,America/New_York,H1,53498,22037,542951079,5274680,39.3076166,-77.862736
54039,1550026,Kanawha County,Kanawha,WV,16620,T,564,America/New_York,H1,193063,92618,2335100448,24173038,38.3365748,-81.5281179
54041,1550027,Lewis County,Lewis,WV,,F,598,America/New_York,H1,16372,7958,996874721,12305530,38.9958677,-80.5021593
54043,1550028,Lincoln County,Lincoln,WV,16620,F,564,America/New_York,H1,21720,9887,1131924510,4024203,38.1753645,-82.0703922
54045,1550029,Logan County,Logan,WV,34350,T,564,America/New_York,H1,36743,16743,1175173524,4866223,37.8315339,-81.9353405
54059,1550036,Mingo County,Mingo,WV,,F,564,America/New_York,H1,26839,12699,1095846454,2224025,37.726404,-82.1347612
54061,1550037,Monongalia County,Monongalia,WV,34060,T,508,America/New_York,H1,96189,43238,932556578,15068012,39.6302839,-80.0465442
54067,1550040,Nicholas County,Nicholas,WV,,F,564,America/New_York,H1,26233,13064,1675266140,19638976,38.2917015,-80.7993281
54071,1550042,Pendleton County,Pendleton,WV,,F,569,America/New_York,H1,7695,5132,1802759588,5437242,38.6807284,-79.3508936
54075,1550044,Pocahontas County,Pocahontas,WV,,F,573,America/New_York,H1,8719,8847,2435323587,3978348,38.3317953,-80.0077525
54079,1550046,Putnam County,Putnam,WV,26580,T,564,America/New_York,H1,55486,23438,895279233,12250003,38.5086168,-81.9089929
54081,1550047,Raleigh County,Raleigh,WV,13220,T,559,America/New_York,H1,78859,35931,1567850996,10350469,37.7713611,-81.2486347
54083,1550048,Randolph County,Randolph,WV,21180,T,598,America/New_York,H1,29405,14189,2692760964,687610,38.7747231,-79.8757956
54087,1550050,Roane County,Roane,WV,,F,564,America/New_York,H1,14926,7351,1252421705,404680,38.7140256,-81.3483495
54099,1550056,Wayne County,Wayne,WV,26580,T,564,America/New_York,H1,42481,19227,1310486007,15878801,38.1459487,-82.4269496
54101,1550057,Webster County,Webster,WV,,F,598,America/New_York,H1,9154,5428,1433476012,7149523,38.4947373,-80.4218731
54109,1550061,Wyoming County,Wyoming,WV,,F,559,America/New_York,H1,23796,10958,1293577717,6126687,37.6096118,-81.5491772
54025,1557518,Greenbrier County,Greenbrier,WV,,F,559,America/New_York,H1,35480,18980,2640671499,12796750,37.9469327,-80.4529516
54055,1557645,Mercer County,Mercer,WV,14140,T,559,America/New_York,H1,62264,30115,1085187156,4482333,37.405515,-81.1114445
54063,1557702,Monroe County,Monroe,WV,,F,559,America/New_York,H1,13502,7601,1224422242,2298838,37.5603718,-80.550554
54089,1557805,Summers County,Summers,WV,,F,559,America/New_York,H1,13927,7680,933586742,18821425,37.6558723,-80.8585729
54065,1557950,Morgan County,Morgan,WV,25180,F,511,America/New_York,H1,17541,9753,593295447,1401528,39.5604332,-78.2577317
54009,1558262,Brooke County,Brooke,WV,48260,T,554,America/New_York,H1,24069,10967,231038789,8720599,40.2738181,-80.5764203
54077,1558642,Preston County,Preston,WV,34060,F,508,America/New_York,H1,33520,15097,1680396095,6692224,39.4692969,-79.668162
54035,1559963,Jackson County,Jackson,WV,16620,F,564,America/New_York,H1,29211,13305,1202654983,18858918,38.8344683,-81.6747943
54019,1560095,Fayette County,Fayette,WV,13220,T,559,America/New_York,H1,46039,21618,1713406009,17606569,38.0287776,-81.0811921
54053,1560254,Mason County,Mason,WV,38580,T,564,America/New_York,H1,27324,13006,1115632960,36174753,38.7697358,-82.026538
54107,1560558,Wood County,Wood,WV,37620,T,597,America/New_York,H1,86956,40215,948607826,27212735,39.2111317,-81.5149653
54029,1560574,Hancock County,Hancock,WV,48260,T,554,America/New_York,H1,30676,14541,213957204,13879374,40.5218545,-80.5738922
55001,1581060,Adams County,Adams,WI,,F,705,America/Chicago,H1,20875,17436,1672214172,111125910,43.9695399,-89.7703989
55003,1581061,Ashland County,Ashland,WI,,F,676,America/Chicago,H1,16157,9656,2706628242,3230607930,46.7007124,-90.5645054
55005,1581062,Barron County,Barron,WI,,F,613,America/Chicago,H1,45870,23614,2234411472,70065655,45.4237233,-91.848312
55007,1581063,Bayfield County,Bayfield,WI,,F,676,America/Chicago,H1,15014,12999,3827647135,1460263062,46.6354344,-91.1806847
55009,1581064,Brown County,Brown,WI,24580,T,658,America/Chicago,H1,248007,104371,1371938244,222741055,44.4743289,-87.992859
55011,1581065,Buffalo County,Buffalo,WI,,F,702,America/Chicago,H1,13587,6664,1739526593,98314066,44.3798322,-91.7544697
55013,1581066,Burnett County,Burnett,WI,,F,613,America/Chicago,H1,15457,15278,2128575375,151213123,45.8627176,-92.3675651
55015,1581067,Calumet County,Calumet,WI,11540,T,658,America/Chicago,H1,48971,19695,824227417,204196417,44.0816035,-88.218058
55017,1581068,Chippewa County,Chippewa,WI,20740,T,702,America/Chicago,H1,62415,27185,2611672690,85235029,45.069408,-91.279886
55019,1581069,Clark County,Clark,WI,,F,702,America/Chicago,H1,34690,15076,3133407354,23235757,44.7347255,-90.6120577
55021,1581070,Columbia County,Columbia,WI,31540,F,669,America/Chicago,H1,56833,26137,1982711486,78845739,43.466608,-89.3337362
55023,1581071,Crawford County,Crawford,WI,,F,702,America/Chicago,H1,16644,8802,1478001974,73945297,43.2394623,-90.9310479
55025,1581072,Dane County,Dane,WI,31540,T,669,America/Chicago,H1,488073,216022,3100835926,106205344,43.0672901,-89.4181224
55027,1581073,Dodge County,Dodge,WI,13180,T,617,America/Chicago,H1,88759,37005,2267857853,81401698,43.4162951,-88.7075067
55029,1581074,Door County,Door,WI,,F,658,America/Chicago,H1,27785,23966,1248316135,4890602262,45.0326297,-87.028957
55031,1581075,Douglas County,Douglas,WI,20260,T,676,America/Chicago,H1,44159,22825,3377697851,454647037,46.4641099,-91.8994025
55033,1581076,Dunn County,Dunn,WI,32860,T,613,America/Chicago,H1,43857,17964,2201762202,35638625,44.946584,-91.8964036
55035,1581077,Eau Claire County,Eau Claire,WI,20740,T,702,America/Chicago,H1,98736,42151,1652369085,18811805,44.7267746,-91.2859816
55037,1581078,Florence County,Florence,WI,27020,F,658,America/Chicago,H1,4423,4780,1264419915,24160218,45.8484672,-88.3981134
55039,1581079,Fond du Lac County,Fond du Lac,WI,22540,T,658,America/Chicago,H1,101633,43910,1863633125,119883005,43.7535895,-88.4882631
55041,1581080,Forest County,Forest,WI,,F,705,America/Chicago,H1,9304,8970,2626421270,83551459,45.6673208,-88.7703949
55043,1581081,Grant County,Grant,WI,38420,T,669,America/Chicago,H1,51208,21581,2970324643,94521211,42.8674819,-90.7062204
55045,1581082,Green County,Green,WI,31540,F,669,America/Chicago,H1,36842,15856,1512440867,1315724,42.6800091,-89.602222
55047,1581083,Green Lake County,Green Lake,WI,,F,658,America/Chicago,H1,19051,10616,905037501,79929990,43.8003789,-89.0448597
55049,1581084,Iowa County,Iowa,WI,31540,F,669,America/Chicago,H1,23687,10719,1975072643,13869428,43.0004744,-90.135384
55051,1581085,Iron County,Iron,WI,,F,676,America/Chicago,H1,5916,5999,1963660997,416963329,46.3170556,-90.2644527
55053,1581086,Jackson County,Jackson,WI,,F,702,America/Chicago,H1,20449,9727,2558182292,32520538,44.3191505,-90.8051677
55055,1581087,Jefferson County,Jefferson,WI,48020,T,617,America/Chicago,H1,83686,35147,1441259924,68019815,43.0208143,-88.7758658
55057,1581088,Juneau County,Juneau,WI,,F,669,America/Chicago,H1,26664,14669,1986327042,96096159,43.9246045,-90.113792
55059,1581089,Kenosha County,Kenosha,WI,16980,F,617,America/Chicago,H1,166426,69288,704452046,1248438057,42.5785041,-87.6531183
55061,1581090,Kewaunee County,Kewaunee,WI,24580,F,658,America/Chicago,H1,20574,9304,887118289,1921198771,44.5059942,-87.3072533
55063,1581091,La Crosse County,La Crosse,WI,29100,T,702,America/Chicago,H1,114638,48402,1169862598,73139930,43.9065519,-91.1151958
55065,1581092,Lafayette County,Lafayette,WI,,F,669,America/Chicago,H1,16836,7230,1640985371,2539100,42.6604994,-90.131722
55067,1581093,Langlade County,Langlade,WI,,F,705,America/Chicago,H1,19977,12360,2254946857,44657283,45.2623444,-89.0719088
55069,1581094,Lincoln County,Lincoln,WI,48140,F,705,America/Chicago,H1,28743,16784,2276530049,72588161,45.3374315,-89.734639
55071,1581095,Manitowoc County,Manitowoc,WI,31820,T,658,America/Chicago,H1,81442,37189,1525716187,2343921717,44.1106884,-87.5123713
55073,1581096,Marathon County,Marathon,WI,48140,T,705,America/Chicago,H1,134063,57734,4001488029,81139058,44.8982857,-89.7590591
55075,1581097,Marinette County,Marinette,WI,31940,T,658,America/Chicago,H1,41749,30379,3624293202,390213400,45.3508956,-88.0022205
55077,1581098,Marquette County,Marquette,WI,,F,669,America/Chicago,H1,15404,9896,1180003730,22524386,43.8195819,-89.3987489
55078,1581099,Menominee County,Menominee,WI,43020,F,658,America/Chicago,H1,4232,2253,926201079,19038425,45.0043672,-88.7100059
55079,1581100,Milwaukee County,Milwaukee,WI,33340,T,617,America/Chicago,H1,947735,418053,625228895,2455664378,43.0154576,-87.5805568
55081,1581101,Monroe County,Monroe,WI,,F,702,America/Chicago,H1,44673,19204,2332998070,19275338,43.9457159,-90.6178242
55083,1581102,Oconto County,Oconto,WI,24580,F,658,America/Chicago,H1,37660,23537,2584775696,390589546,44.9985323,-88.2205851
55085,1581103,Oneida County,Oneida,WI,,F,705,America/Chicago,H1,35998,30125,2882578692,318622517,45.7055577,-89.5218199
55087,1581104,Outagamie County,Outagamie,WI,11540,T,658,America/Chicago,H1,176695,73149,1651177709,18299478,44.416092,-88.4649323
55089,1581105,Ozaukee County,Ozaukee,WI,33340,T,617,America/Chicago,H1,86395,36267,603666538,2287271020,43.3656487,-87.594466
55091,1581106,Pepin County,Pepin,WI,,F,702,America/Chicago,H1,7469,3579,600833973,43282761,44.4826502,-92.1496888
55093,1581107,Pierce County,Pierce,WI,33460,F,613,America/Chicago,H1,41019,16132,1485999482,46945602,44.7196301,-92.4224831
55095,1581108,Polk County,Polk,WI,,F,613,America/Chicago,H1,44205,24248,2367150768,109933269,45.46142,-92.441396
55097,1581109,Portage County,Portage,WI,44620,T,705,America/Chicago,H1,70019,30054,2073747839,56926153,44.476026,-89.5013973
55099,1581110,Price County,Price,WI,,F,705,America/Chicago,H1,14159,11120,3248817969,62273299,45.6803837,-90.3614492
55101,1581111,Racine County,Racine,WI,39540,T,617,America/Chicago,H1,195408,82164,861173331,1190399042,42.7511742,-87.6960821
55103,1581112,Richland County,Richland,WI,,F,669,America/Chicago,H1,18021,8868,1518123695,8153431,43.3756405,-90.4294834
55105,1581113,Rock County,Rock,WI,27500,T,669,America/Chicago,H1,160331,68422,1859980029,20625910,42.6712244,-89.0715664
55107,1581114,Rusk County,Rusk,WI,,F,702,America/Chicago,H1,14755,8883,2366174321,44800571,45.4751427,-91.1331319
55111,1581115,Sauk County,Sauk,WI,12660,T,669,America/Chicago,H1,61976,29708,2152025932,45881330,43.4266634,-89.9482167
55113,1581116,Sawyer County,Sawyer,WI,,F,676,America/Chicago,H1,16557,15975,3256403571,240766843,45.8799718,-91.1446649
55115,1581117,Shawano County,Shawano,WI,43020,T,658,America/Chicago,H1,41949,20720,2313007314,42514240,44.7891559,-88.7654358
55117,1581118,Sheboygan County,Sheboygan,WI,43100,T,617,America/Chicago,H1,115507,50766,1324171349,1968280402,43.7197069,-87.6347753
55119,1581119,Taylor County,Taylor,WI,,F,705,America/Chicago,H1,20689,10582,2524917815,24721890,45.2115439,-90.5012525
55121,1581120,Trempealeau County,Trempealeau,WI,,F,702,America/Chicago,H1,28816,12619,1898370021,23371308,44.3039526,-91.3584515
55123,1581121,Vernon County,Vernon,WI,,F,702,America/Chicago,H1,29773,13720,2050180266,64301270,43.5938619,-90.8343824
55125,1581122,Vilas County,Vilas,WI,,F,705,America/Chicago,H1,21430,25116,2218594892,417610669,46.0528986,-89.5148456
55127,1581123,Walworth County,Walworth,WI,48580,T,617,America/Chicago,H1,102228,51531,1437771449,55507309,42.668487,-88.5419046
55129,1581124,Washburn County,Washburn,WI,,F,613,America/Chicago,H1,15911,12979,2064513144,145566458,45.8991792,-91.7912346
55131,1581125,Washington County,Washington,WI,33340,F,617,America/Chicago,H1,131887,54695,1115515204,13005075,43.3684787,-88.2307617
55133,1581126,Waukesha County,Waukesha,WI,33340,T,617,America/Chicago,H1,389891,160864,1423388982,80346783,43.0182123,-88.3045176
55135,1581127,Waupaca County,Waupaca,WI,,F,658,America/Chicago,H1,52410,25396,1936566893,45301523,44.4704612,-88.9647928
55137,1581128,Waushara County,Waushara,WI,,F,658,America/Chicago,H1,24496,14843,1621729475,29151283,44.1131203,-89.242879
55139,1581129,Winnebago County,Winnebago,WI,36780,T,658,America/Chicago,H1,166994,73329,1125316243,373177955,44.0688769,-88.6446588
55141,1581130,Wood County,Wood,WI,49220,T,705,America/Chicago,H1,74749,34088,2054162108,42280594,44.4553318,-90.0415464
55109,1581833,Saint Croix County,St. Croix,WI,33460,F,613,America/Chicago,H1,84345,33983,1870824361,34588261,45.0340663,-92.4527826
56001,1605066,Albany County,Albany,WY,29660,T,751,America/Denver,H1,36299,17939,11069193896,90515065,41.6544687,-105.7239107
56003,1605067,Big Horn County,Big Horn,WY,,F,756,America/Denver,H1,11668,5379,8125043730,56431663,44.5267155,-107.9951988
56005,1605068,Campbell County,Campbell,WY,23940,T,751,America/Denver,H1,46133,18955,12438959289,10357633,44.2483386,-105.5483134
56007,1605069,Carbon County,Carbon,WY,,F,751,America/Denver,H1,15885,8576,20454631972,171997295,41.6945893,-106.9306102
56009,1605070,Converse County,Converse,WY,,F,751,America/Denver,H1,13833,6403,11020096419,26387174,42.9723307,-105.5070627
56011,1605071,Crook County,Crook,WY,23940,F,764,America/Denver,H1,7083,3595,7392881785,28200383,44.5886036,-104.5699294
56013,1605072,Fremont County,Fremont,WY,40180,T,767,America/Denver,H1,40123,17796,23785968227,212130541,43.0405281,-108.6304181
56015,1605073,Goshen County,Goshen,WY,,F,759,America/Denver,H1,13249,5972,5763735931,17581153,42.0879393,-104.3532645
56017,1605074,Hot Springs County,Hot Springs,WY,,F,767,America/Denver,H1,4812,2582,5190573003,6008058,43.718929,-108.4420972
56021,1605075,Laramie County,Laramie,WY,16940,T,759,America/Denver,H1,91738,40462,6956479515,4269807,41.3070654,-104.6896158
56023,1605076,Lincoln County,Lincoln,WY,,F,770,America/Denver,H1,18106,8946,10557126438,49925301,42.2638016,-110.6559473
56025,1605077,Natrona County,Natrona,WY,16220,T,767,America/Denver,H1,75450,33807,13831446772,91460814,42.9622404,-106.7984938
56027,1605078,Niobrara County,Niobrara,WY,,F,751,America/Denver,H1,2484,1338,6801404307,4969500,43.0564977,-104.4753764
56029,1605079,Park County,Park,WY,,F,758,America/Denver,H1,28205,13562,17979897617,65623799,44.5204733,-109.587955
56031,1605080,Platte County,Platte,WY,,F,751,America/Denver,H1,8667,4667,5398073678,69036446,42.1330537,-104.9658155
56033,1605081,Sheridan County,Sheridan,WY,43260,T,764,America/Denver,H1,29116,13939,6537112725,7986343,44.7899893,-106.8793831
56035,1605082,Sublette County,Sublette,WY,,F,770,America/Denver,H1,10247,5770,12656072085,127357546,42.7669067,-109.9147059
56039,1605083,Teton County,Teton,WY,27220,T,758,America/Denver,H1,21294,12813,10347983791,572265729,43.9346374,-110.5898097
56041,1605084,Uinta County,Uinta,WY,21740,T,770,America/Denver,H1,21118,8713,5390449560,16341665,41.2874919,-110.5475617
56043,1605085,Washakie County,Washakie,WY,,F,767,America/Denver,H1,8533,3833,5797814617,10762355,43.9049973,-107.682861
56045,1605086,Weston County,Weston,WY,23940,F,764,America/Denver,H1,7208,3533,6211020805,5001695,43.8404851,-104.5678301
56019,1609191,Johnson County,Johnson,WY,,F,751,America/Denver,H1,8569,4553,10759206119,52947847,44.0387746,-106.5846328
56037,1609192,Sweetwater County,Sweetwater,WY,40540,T,770,America/Denver,H1,43806,18735,27004896786,166887494,41.6594961,-108.8794308
26001,1622943,Alcona County,Alcona,MI,,F,583,America/Detroit,H1,10942,11073,1747168145,2890419533,44.6836234,-83.1290075
26003,1622944,Alger County,Alger,MI,,F,553,America/Detroit,H1,9601,6554,2370019042,10703554733,46.9482692,-86.5721602
26005,1622945,Allegan County,Allegan,MI,26090,T,563,America/Detroit,H1,111408,49426,2137337922,2610856790,42.5936733,-86.2917652
26007,1622946,Alpena County,Alpena,MI,10980,T,583,America/Detroit,H1,29598,16053,1481110566,2908717141,45.0311075,-83.1652011
26009,1622947,Antrim County,Antrim,MI,,F,540,America/Detroit,H1,23580,17824,1232064018,326513140,45.0073838,-85.1758222
26011,1622948,Arenac County,Arenac,MI,,F,513,America/Detroit,H1,15899,9803,940660726,822319209,44.0428855,-83.7472418
26013,1622949,Baraga County,Baraga,MI,,F,553,America/Detroit,H1,8860,5270,2326474801,441629543,46.6997094,-88.3521803
26015,1622950,Barry County,Barry,MI,,F,563,America/Detroit,H1,59173,27010,1432500402,62029172,42.5950284,-85.3089681
26017,1622951,Bay County,Bay,MI,13020,T,513,America/Detroit,H1,107771,48220,1145557748,487991946,43.7213656,-83.9418351
26019,1622952,Benzie County,Benzie,MI,45900,F,540,America/Detroit,H1,17525,12199,828028289,1398240608,44.6445875,-86.3006262
26021,1622953,Berrien County,Berrien,MI,35660,T,588,America/Detroit,H1,156813,76922,1470457874,2625535357,41.9957777,-86.6854212
26023,1622954,Branch County,Branch,MI,17740,T,563,America/Detroit,H1,45248,20841,1311488743,34465281,41.9161187,-85.0590444
26025,1622955,Calhoun County,Calhoun,MI,12980,T,563,America/Detroit,H1,136146,61042,1829135298,31390284,42.2465395,-85.0055835
26027,1622956,Cass County,Cass,MI,43780,T,588,America/Detroit,H1,52293,25887,1269253670,47281098,41.9154003,-85.9934578
26029,1622957,Charlevoix County,Charlevoix,MI,,F,540,America/Detroit,H1,25949,17249,1078313350,2522971210,45.5024977,-85.3732502
26031,1622958,Cheboygan County,Cheboygan,MI,,F,540,America/Detroit,H1,26152,18298,1852525483,440605827,45.4729404,-84.4920644
26033,1622959,Chippewa County,Chippewa,MI,42300,T,540,America/Detroit,H1,38520,21253,4036289692,2952509199,46.3281784,-84.5293679
26035,1622960,Clare County,Clare,MI,,F,540,America/Detroit,H1,30926,23233,1461569881,28552600,43.987887,-84.8478546
26037,1622961,Clinton County,Clinton,MI,29620,T,551,America/Detroit,H1,75382,30695,1466991079,21106494,42.9436524,-84.6015166
26039,1622962,Crawford County,Crawford,MI,,F,540,America/Detroit,H1,14074,11092,1440758147,18031692,44.6836112,-84.6103371
26041,1622963,Delta County,Delta,MI,21540,T,553,America/Detroit,H1,37069,20214,3033124287,2124381333,45.7916365,-86.8705967
26043,1622964,Dickinson County,Dickinson,MI,27020,T,553,America/Menominee,H1,26168,13990,1972018016,40533105,46.0092395,-87.8702584
26045,1622965,Eaton County,Eaton,MI,29620,T,551,America/Detroit,H1,107759,47050,1489695507,11028096,42.5960698,-84.8383148
26047,1622966,Emmet County,Emmet,MI,,F,540,America/Detroit,H1,32694,21304,1210803605,1073558172,45.5875425,-84.98147
26049,1622967,Genesee County,Genesee,MI,22420,T,513,America/Detroit,H1,425790,192180,1649763682,32658914,43.0217229,-83.706711
26051,1622968,Gladwin County,Gladwin,MI,,F,513,America/Detroit,H1,25692,17672,1299601369,36650228,43.9906739,-84.3882464
26053,1622969,Gogebic County,Gogebic,MI,,F,676,America/Menominee,H1,16427,10795,2853775286,969936900,46.4954899,-89.7954718
26055,1622970,Grand Traverse County,Grand Traverse,MI,45900,T,540,America/Detroit,H1,86986,41599,1202611911,354786289,44.7162391,-85.5522032
26057,1622971,Gratiot County,Gratiot,MI,10940,T,513,America/Detroit,H1,42476,16339,1472313856,8150717,43.2927327,-84.6049111
26059,1622972,Hillsdale County,Hillsdale,MI,25880,T,551,America/Detroit,H1,46688,21757,1549158422,22980609,41.8877675,-84.5929278
26061,1622973,Houghton County,Houghton,MI,26340,T,553,America/Detroit,H1,36628,18636,2613554735,1275314652,46.9915439,-88.652058
26063,1622974,Huron County,Huron,MI,,F,513,America/Detroit,H1,33118,21199,2164469622,3369824158,43.9100684,-82.8555082
26065,1622975,Ingham County,Ingham,MI,29620,T,551,America/Detroit,H1,280895,121281,1440343968,11894285,42.5970992,-84.373537
26067,1622976,Ionia County,Ionia,MI,24340,F,563,America/Detroit,H1,63905,24778,1479671240,22641747,42.9450938,-85.0746031
26069,1622977,Iosco County,Iosco,MI,,F,513,America/Detroit,H1,25887,20443,1422153154,3473073181,44.3370929,-83.0853007
26071,1622978,Iron County,Iron,MI,,F,553,America/Menominee,H1,11817,9197,3020312287,116706564,46.2086671,-88.5305529
26073,1622979,Isabella County,Isabella,MI,34380,T,513,America/Detroit,H1,70311,28381,1483225590,12960487,43.6405967,-84.8468027
26075,1622980,Jackson County,Jackson,MI,27100,T,551,America/Detroit,H1,160248,69458,1817306121,56540223,42.2484874,-84.4234373
26077,1622981,Kalamazoo County,Kalamazoo,MI,28020,T,563,America/Detroit,H1,250331,110007,1454688724,48274044,42.245454,-85.5311845
26079,1622982,Kalkaska County,Kalkaska,MI,45900,F,540,America/Detroit,H1,17153,12171,1450043265,28078610,44.6846764,-85.0902501
26081,1622983,Kent County,Kent,MI,24340,T,563,America/Detroit,H1,602622,246901,2193584722,64739558,43.0321563,-85.5492963
26083,1622984,Keweenaw County,Keweenaw,MI,26340,F,553,America/Detroit,H1,2156,2467,1398883200,14053475910,47.7152823,-88.2521508
26085,1622985,Lake County,Lake,MI,,F,540,America/Detroit,H1,11539,14966,1469481397,17896759,43.9900669,-85.8016452
26087,1622986,Lapeer County,Lapeer,MI,19820,F,505,America/Detroit,H1,88319,36332,1665397257,51362519,43.0901474,-83.2217837
26089,1622987,Leelanau County,Leelanau,MI,45900,F,540,America/Detroit,H1,21708,14935,899168573,5659178382,45.1517709,-86.0384961
26091,1622988,Lenawee County,Lenawee,MI,10300,T,547,America/Detroit,H1,99892,43452,1941337767,30701176,41.8950838,-84.0663668
26093,1622989,Livingston County,Livingston,MI,19820,F,505,America/Detroit,H1,180967,72809,1464001028,52188299,42.6029174,-83.9115277
26095,1622990,Luce County,Luce,MI,,F,540,America/Detroit,H1,6631,4343,2328602234,2624718308,46.7140166,-85.5641189
26097,1622991,Mackinac County,Mackinac,MI,,F,540,America/Detroit,H1,11113,11010,2645851022,2794791851,45.9989326,-85.0094152
26099,1622992,Macomb County,Macomb,MI,19820,T,505,America/Detroit,H1,840978,356626,1241183094,237312769,42.6727951,-82.9101753
26101,1622993,Manistee County,Manistee,MI,,F,540,America/Detroit,H1,24733,15694,1404159906,1912485293,44.3428004,-86.3641129
26103,1622994,Marquette County,Marquette,MI,32100,T,553,America/Detroit,H1,67077,34330,4683737366,4185779618,46.662878,-87.5735241
26105,1622995,Mason County,Mason,MI,31220,T,540,America/Detroit,H1,28705,17293,1282232870,1935676016,43.9960677,-86.5450923
26107,1622996,Mecosta County,Mecosta,MI,13660,T,540,America/Detroit,H1,42798,21131,1437626850,41759550,43.6407682,-85.3246334
26109,1622997,Menominee County,Menominee,MI,31940,T,658,America/Menominee,H1,24029,14227,2704152851,761800249,45.5251214,-87.509684
26111,1622998,Midland County,Midland,MI,33220,T,513,America/Detroit,H1,83629,35960,1337087878,30601740,43.6468567,-84.3881091
26113,1622999,Missaukee County,Missaukee,MI,15620,F,540,America/Detroit,H1,14849,9117,1462634072,23577412,44.3373204,-85.0946817
26115,1623000,Monroe County,Monroe,MI,33780,T,505,America/Detroit,H1,152021,62971,1422924260,338316259,41.9213775,-83.4942864
26117,1623001,Montcalm County,Montcalm,MI,24340,F,563,America/Detroit,H1,63342,28221,1826976057,39956625,43.3109397,-85.1524811
26119,1623002,Montmorency County,Montmorency,MI,,F,540,America/Detroit,H1,9765,9597,1415851499,41411010,45.0275449,-84.1272041
26121,1623003,Muskegon County,Muskegon,MI,34740,T,563,America/Detroit,H1,172188,73561,1293040828,2488405138,43.2899299,-86.5352341
26123,1623004,Newaygo County,Newaygo,MI,,F,563,America/Detroit,H1,48460,25075,2106188282,125575601,43.5541675,-85.8009172
26125,1623005,Oakland County,Oakland,MI,19820,T,505,America/Detroit,H1,1202362,527255,2247237402,102643656,42.6603999,-83.3858176
